heure;vitesse;debit
13:12;59.31;119.50
13:18;60.03;114.17
13:24;59.42;111.50
13:30;56.14;121.33
13:36;49.98;138.50
13:42;48.86;147.83
13:48;47.33;150.83
13:54;46.90;147.17
14:00;51.85;139.33
14:06;50.27;138.00
14:12;39.08;153.50
14:18;43.79;149.83
14:24;48.18;138.33
14:30;48.28;134.33
14:36;44.72;136.67
14:42;50.86;138.17
14:48;39.58;133.33
14:54;28.62;143.50
15:00;38.97;138.00
15:06;49.45;136.67
15:12;45.74;136.67
15:18;39.67;132.00
15:24;42.71;148.17
15:30;47.70;130.33
15:36;43.81;144.83
15:42;32.95;131.50
15:48;28.10;140.50
15:54;31.27;139.67
16:00;33.85;136.83
16:06;42.79;132.83
16:12;34.64;145.50
16:18;42.08;147.83
16:24;34.00;136.00
16:30;30.15;145.83
16:36;34.46;143.33
16:42;37.18;145.67
16:48;33.56;147.50
16:54;35.87;136.67
17:00;34.91;134.83
17:06;36.84;137.83
17:12;35.59;133.00
17:18;34.15;132.17
17:24;40.50;118.67
17:30;43.14;123.83
17:36;28.34;131.33
17:42;35.86;131.50
17:48;40.48;143.17
17:54;47.36;125.17
18:00;36.62;140.50
18:06;46.28;122.50
18:12;42.05;126.83
18:18;35.67;137.83
18:24;33.71;141.33
18:30;44.41;125.67
18:36;47.37;127.50
18:42;50.47;118.83
18:48;52.20;124.00
18:54;49.61;123.83
19:00;47.94;121.17
19:06;53.93;121.83
19:12;47.36;134.50
19:18;55.11;114.83
19:24;57.59;104.67
19:30;59.03;94.50
19:36;59.31;88.83
19:42;58.85;105.83
19:48;61.44;84.50
19:54;58.83;85.00
20:00;63.08;76.00
20:06;61.72;77.50
20:12;62.00;82.83
20:18;62.07;75.33
20:24;62.08;68.67
20:30;61.92;64.67
20:36;63.92;55.33
20:42;63.07;52.67
20:48;63.94;45.67
20:54;64.54;45.83
21:00;63.77;41.00
21:06;63.44;34.33
21:12;65.81;34.83
21:18;65.39;31.50
21:24;65.60;37.33
21:30;64.66;32.67
21:36;64.97;39.17
21:42;66.63;28.17
21:48;65.44;30.50
21:54;65.76;26.33
22:00;63.58;26.50
22:06;66.27;27.50
22:12;66.44;33.17
22:18;67.45;28.50
22:24;64.11;22.67
22:30;66.99;28.00
22:36;67.69;18.50
22:42;64.15;20.67
22:48;67.94;20.17
22:54;65.60;17.50
23:00;65.71;15.50
23:06;66.50;20.17
23:12;66.49;15.67
23:18;65.85;13.83
23:24;68.67;9.50
23:30;66.00;18.00
23:36;68.91;13.33
23:42;66.26;10.83
23:48;64.90;13.33
23:54;66.35;13.00
