heure;vitesse;debit
00:00;35.00;1.00
00:06;28.89;1.50
00:12;15.00;0.33
00:18;29.17;0.83
00:24;35.56;1.67
00:30;20.50;1.17
00:36;13.33;0.33
00:42;24.17;0.50
00:48;20.83;0.50
00:54;20.00;0.67
01:00;27.50;1.00
01:06;32.50;1.00
01:12;17.50;0.50
01:18;0.00;0.00
01:24;13.33;0.33
01:30;7.50;0.17
01:36;20.83;0.50
01:42;20.83;0.50
01:48;5.83;0.17
01:54;20.83;0.67
02:00;25.00;0.83
02:06;13.33;0.50
02:12;0.00;0.00
02:18;28.61;1.17
02:24;24.17;0.83
02:30;13.33;0.33
02:36;20.00;0.67
02:42;5.83;0.17
02:48;13.33;0.33
02:54;5.83;0.17
03:00;7.50;0.17
03:06;7.50;0.17
03:12;0.00;0.00
03:18;20.83;0.83
03:24;9.17;0.17
03:30;41.39;1.83
03:36;39.44;1.33
03:42;30.00;1.00
03:48;40.83;1.67
03:54;30.00;0.83
04:00;34.58;1.67
04:06;20.00;0.67
04:12;20.00;0.67
04:18;24.17;1.00
04:24;40.42;2.83
04:30;33.19;2.50
04:36;27.78;1.33
04:42;40.83;2.00
04:48;40.83;2.33
04:54;30.83;1.33
05:00;36.83;3.83
05:06;30.56;1.83
05:12;41.06;3.00
05:18;40.89;4.83
05:24;40.23;5.17
05:30;41.52;7.67
05:36;41.48;6.00
05:42;41.42;7.00
05:48;38.59;7.50
05:54;39.48;8.33
06:00;40.30;10.17
06:06;39.79;12.00
06:12;40.68;14.83
06:18;40.91;18.83
06:24;40.72;25.00
06:30;38.79;27.33
06:36;40.89;27.33
06:42;41.29;33.50
06:48;41.36;39.33
06:54;40.80;51.17
07:00;41.07;52.50
07:06;41.30;36.50
07:12;40.46;37.00
07:18;40.32;36.50
07:24;40.53;30.67
07:30;42.53;23.50
07:36;41.06;23.17
07:42;41.09;22.67
07:48;41.50;24.50
07:54;42.46;21.83
08:00;42.45;20.17
08:06;42.06;22.50
08:12;41.08;18.33
08:18;43.09;16.33
08:24;41.90;21.00
08:30;41.73;19.67
