heure;vitesse;debit
08:36;41.59;20.00
08:42;40.49;16.50
08:48;41.39;11.00
08:54;42.22;15.33
09:00;41.16;11.83
09:06;40.22;10.83
09:12;41.19;16.17
09:18;42.15;14.00
09:24;40.18;17.17
09:30;39.98;18.17
09:36;41.00;19.67
09:42;42.01;14.83
09:48;41.44;17.67
09:54;41.53;20.83
10:00;40.87;15.33
10:06;40.87;14.83
10:12;41.30;18.83
10:18;41.55;20.67
10:24;40.92;17.50
10:30;40.93;21.17
10:36;40.64;19.17
10:42;40.96;20.50
10:48;40.76;16.67
10:54;41.32;16.67
11:00;42.06;17.17
11:06;40.68;17.50
11:12;41.47;18.83
11:18;40.39;24.33
11:24;41.34;19.67
11:30;40.64;21.17
11:36;41.85;23.83
11:42;42.07;21.83
11:48;41.90;15.50
11:54;41.66;14.83
12:00;41.75;20.67
12:06;41.29;30.33
12:12;41.79;24.17
12:18;41.14;19.83
12:24;41.72;21.17
12:30;41.07;19.00
12:36;42.05;17.67
12:42;42.14;17.67
12:48;41.89;17.67
12:54;42.56;17.83
13:00;41.41;14.17
13:06;42.20;18.83
13:12;42.46;20.50
13:18;40.94;17.67
13:24;41.66;21.67
13:30;42.75;21.83
13:36;41.01;21.33
13:42;40.81;20.00
13:48;41.39;23.17
13:54;41.54;23.17
14:00;40.77;21.33
14:06;41.43;20.50
14:12;40.47;18.83
14:18;41.12;18.83
14:24;40.38;22.67
14:30;41.95;18.67
14:36;41.79;20.00
14:42;41.74;19.67
14:48;42.03;19.67
14:54;41.98;17.50
15:00;41.36;18.33
15:06;41.02;20.67
15:12;40.46;23.00
15:18;39.58;22.00
15:24;41.00;18.33
15:30;41.64;17.33
15:36;41.93;19.33
15:42;40.81;18.67
15:48;40.23;21.67
15:54;40.53;21.83
16:00;40.97;21.33
16:06;41.93;23.50
16:12;42.14;22.17
16:18;41.65;19.17
16:24;40.73;18.33
16:30;40.48;17.83
16:36;40.93;17.83
16:42;41.79;21.17
16:48;40.94;21.83
16:54;40.13;20.33
17:00;41.36;22.33
17:06;40.61;29.00
17:12;41.29;30.50
17:18;40.52;23.33
17:24;40.24;17.50
17:30;39.38;22.00
17:36;40.81;23.17
17:42;41.09;12.17
17:48;40.54;16.33
17:54;40.55;17.33
18:00;41.44;17.67
18:06;41.19;24.17
18:12;40.68;17.50
18:18;40.76;14.83
18:24;41.40;16.83
18:30;40.33;12.83
18:36;41.37;16.83
18:42;43.14;13.67
18:48;41.87;16.33
18:54;41.29;14.00
19:00;41.65;16.50
19:06;40.45;17.17
19:12;40.76;15.00
19:18;41.22;16.33
19:24;41.31;15.83
19:30;41.49;13.50
19:36;42.63;12.67
19:42;42.10;10.00
19:48;41.10;10.17
19:54;42.15;12.00
20:00;41.91;10.00
20:06;41.71;10.83
20:12;43.38;13.67
20:18;44.50;7.67
20:24;43.12;7.67
20:30;42.64;7.17
20:36;40.89;6.83
20:42;41.89;6.33
20:48;41.81;5.33
20:54;40.44;6.33
21:00;42.03;5.00
21:06;42.33;4.67
21:12;42.15;5.17
21:18;32.29;4.00
21:24;42.74;4.33
21:30;39.78;4.33
21:36;41.38;5.83
21:42;40.88;4.50
21:48;43.17;4.50
21:54;38.72;2.83
22:00;42.85;6.33
22:06;40.65;4.83
22:12;43.92;4.83
22:18;41.02;4.17
22:24;42.50;3.17
22:30;41.92;3.83
22:36;45.83;2.00
22:42;34.17;3.17
22:48;38.61;2.50
22:54;34.39;2.83
23:00;42.01;3.00
23:06;35.83;1.50
23:12;28.12;2.67
23:18;29.31;1.83
23:24;41.89;3.00
23:30;40.17;2.00
23:36;31.67;1.17
23:42;30.42;1.50
23:48;41.25;2.00
23:54;35.56;1.83
