heure;vitesse;debit
00:00;73.02;19.17
00:06;68.98;16.50
00:12;72.50;18.33
00:18;70.07;16.00
00:24;72.08;14.83
00:30;73.84;14.67
00:36;72.46;13.33
00:42;72.05;9.50
00:48;72.26;10.33
00:54;74.06;10.00
01:00;71.38;8.33
01:06;71.35;7.33
01:12;73.36;9.67
01:18;70.92;6.67
01:24;75.23;6.67
01:30;73.34;6.33
01:36;75.78;8.17
01:42;70.94;6.67
01:48;70.43;6.17
01:54;73.31;7.00
02:00;74.53;5.17
02:06;77.36;5.33
02:12;70.69;5.33
02:18;71.53;5.83
02:24;73.81;5.83
02:30;74.21;5.17
02:36;74.47;4.83
02:42;72.99;4.50
02:48;74.66;5.17
02:54;70.21;5.17
03:00;70.70;5.17
03:06;70.54;7.17
03:12;73.60;6.50
03:18;74.17;8.33
03:24;76.18;9.50
03:30;73.42;10.50
03:36;74.74;14.17
03:42;75.04;13.33
03:48;75.43;9.00
03:54;74.17;7.50
04:00;75.23;8.67
04:06;74.13;9.67
04:12;73.35;10.00
04:18;73.15;10.33
04:24;72.81;10.83
04:30;74.31;11.00
04:36;74.97;13.00
04:42;73.66;12.67
04:48;71.07;13.00
04:54;73.02;10.17
05:00;71.22;11.33
05:06;70.24;14.67
05:12;74.88;17.33
05:18;70.70;19.50
05:24;69.97;21.00
05:30;71.70;22.67
05:36;71.83;24.83
05:42;71.39;28.33
05:48;71.30;33.33
05:54;69.61;32.50
06:00;70.06;30.17
06:06;69.40;39.67
06:12;69.00;42.17
06:18;70.75;52.33
06:24;68.98;59.00
06:30;69.73;57.67
06:36;68.89;68.00
06:42;65.45;79.17
06:48;66.29;90.83
06:54;65.61;95.17
07:00;64.39;100.67
07:06;64.36;110.17
07:12;64.91;115.50
07:18;64.40;121.33
07:24;63.03;122.00
07:30;64.33;121.00
07:36;62.77;135.83
07:42;61.55;142.67
07:48;65.37;119.67
07:54;66.97;118.17
08:00;68.26;110.33
08:06;68.36;104.67
08:12;67.56;107.50
08:18;70.05;101.00
08:24;69.56;102.00
08:30;69.65;96.17
08:36;70.49;87.33
08:42;70.17;97.33
08:48;71.36;91.33
08:54;72.08;79.67
09:00;69.77;80.17
09:06;69.39;81.67
09:12;69.35;81.33
09:18;69.35;83.17
09:24;68.22;78.83
09:30;67.82;87.33
09:36;69.83;80.33
09:42;69.72;79.67
09:48;68.02;79.67
09:54;69.86;76.67
10:00;69.58;76.83
10:06;68.27;79.83
10:12;67.72;78.67
10:18;67.97;86.83
10:24;69.70;86.33
10:30;68.26;92.00
10:36;68.37;86.33
10:42;68.74;96.50
10:48;70.05;89.83
10:54;70.52;92.00
11:00;67.83;98.00
11:06;68.37;98.83
11:12;68.68;112.50
11:18;69.81;111.00
11:24;69.48;107.17
11:30;67.45;104.50
11:36;67.50;116.67
11:42;68.70;111.00
11:48;69.73;106.50
11:54;69.32;121.00
12:00;69.35;122.33
12:06;69.29;132.17
12:12;69.77;126.67
12:18;69.35;123.67
12:24;67.60;124.50
12:30;70.97;106.00
12:36;71.09;110.67
12:42;70.10;100.50
12:48;71.53;102.33
12:54;72.84;100.00
13:00;70.77;97.50
13:06;71.84;100.17
13:12;72.23;109.17
13:18;72.25;107.33
13:24;70.25;110.50
13:30;71.48;110.33
13:36;68.56;118.67
13:42;71.11;120.33
13:48;70.36;118.33
13:54;70.11;116.50
14:00;71.39;113.67
14:06;71.96;104.83
14:12;69.33;117.33
14:18;70.62;115.00
14:24;70.17;111.17
14:30;69.72;116.33
14:36;69.71;114.83
14:42;69.60;114.17
14:48;69.73;117.67
14:54;69.59;129.50
15:00;69.95;114.17
15:06;68.49;133.33
15:12;67.97;141.50
15:18;68.56;133.50
15:24;68.45;141.00
15:30;68.34;147.50
15:36;65.13;153.00
15:42;65.84;152.33
15:48;62.75;152.00
15:54;64.33;166.00
16:00;63.74;168.33
16:06;61.42;188.00
16:12;57.49;195.00
16:18;55.12;192.17
16:24;55.78;202.00
16:30;58.31;192.83
16:36;60.50;199.50
16:42;58.35;190.17
16:48;59.50;200.17
16:54;59.78;197.67
17:00;61.37;179.33
17:06;57.08;197.33
17:12;58.24;199.33
17:18;58.43;193.67
17:24;57.09;196.00
17:30;54.13;194.83
17:36;52.88;195.17
17:42;39.42;194.67
17:48;45.60;198.33
17:54;43.85;192.50
18:00;36.45;191.00
18:06;37.30;194.50
18:12;41.37;185.33
18:18;36.50;190.33
18:24;42.85;194.17
18:30;47.83;191.33
18:36;51.07;191.00
18:42;56.41;173.00
18:48;49.64;151.50
18:54;55.82;152.00
19:00;57.51;172.33
19:06;54.53;172.50
19:12;54.77;177.17
19:18;60.55;160.33
19:24;64.23;149.83
19:30;64.02;137.67
19:36;66.55;132.67
19:42;64.90;132.00
19:48;66.41;128.67
19:54;67.86;117.00
20:00;69.61;105.83
20:06;69.76;102.00
20:12;68.26;105.00
20:18;70.35;87.67
20:24;70.01;81.83
20:30;69.90;71.67
20:36;69.39;68.00
20:42;69.46;65.17
20:48;69.01;59.33
20:54;70.64;55.83
21:00;71.55;53.83
21:06;70.40;52.67
21:12;69.88;51.00
21:18;69.26;44.17
21:24;70.63;42.33
21:30;71.19;44.50
21:36;72.48;34.50
21:42;72.01;34.83
21:48;71.83;33.50
21:54;70.37;32.33
22:00;72.04;33.50
22:06;70.25;33.50
22:12;71.75;29.17
22:18;72.71;32.17
22:24;72.11;32.67
22:30;70.10;30.83
22:36;70.50;31.83
22:42;72.67;31.17
22:48;70.48;29.50
22:54;71.34;28.17
23:00;72.95;27.17
23:06;72.16;25.83
23:12;70.71;30.50
23:18;70.86;25.83
23:24;70.43;24.33
23:30;71.65;23.83
23:36;72.16;27.50
23:42;70.44;23.67
23:48;73.06;23.17
23:54;73.05;20.00
