heure;vitesse;debit
14:30;33.45;36.33
14:36;33.21;38.00
14:42;33.22;34.50
14:48;32.36;37.83
14:54;33.72;35.00
15:00;34.60;36.33
15:06;33.05;33.67
15:12;33.74;32.17
15:18;32.93;31.83
15:24;34.81;34.83
15:30;32.62;35.00
15:36;32.58;35.83
15:42;30.96;36.33
15:48;32.47;34.50
15:54;31.93;36.00
16:00;32.73;36.33
16:06;33.05;37.00
16:12;33.08;35.33
16:18;32.47;35.50
16:24;32.42;38.33
16:30;32.81;37.67
16:36;31.74;36.00
16:42;32.25;39.33
16:48;31.88;36.50
16:54;31.91;39.83
17:00;31.12;47.83
17:06;30.83;42.50
17:12;29.99;45.33
17:18;31.49;41.00
17:24;31.54;33.83
17:30;32.39;38.50
17:36;31.51;34.83
17:42;32.14;41.33
17:48;29.64;40.83
17:54;31.62;37.83
18:00;31.98;38.00
18:06;30.80;36.33
18:12;32.80;40.50
18:18;31.93;39.17
18:24;31.91;41.17
18:30;31.80;41.33
18:36;32.91;40.83
18:42;31.72;43.67
18:48;32.27;40.50
18:54;33.66;40.33
19:00;31.42;40.83
19:06;31.84;36.33
19:12;30.30;40.67
19:18;33.72;36.50
19:24;32.05;40.00
19:30;32.17;33.67
19:36;32.00;36.17
19:42;32.32;34.33
19:48;34.00;34.00
19:54;31.72;29.33
20:00;31.37;30.00
20:06;34.04;24.33
20:12;33.70;23.67
20:18;33.41;24.67
20:24;32.11;26.00
20:30;31.13;25.00
20:36;34.79;19.83
20:42;32.07;22.33
20:48;35.09;16.83
20:54;34.54;17.50
21:00;36.33;14.50
21:06;34.28;13.83
21:12;35.77;12.83
21:18;36.37;15.83
21:24;36.21;14.00
21:30;38.42;10.83
21:36;36.19;9.33
21:42;38.46;12.50
21:48;36.18;12.00
21:54;37.85;11.67
22:00;35.84;9.67
22:06;34.61;10.33
22:12;34.10;9.00
22:18;38.07;10.17
22:24;30.16;7.50
22:30;30.77;8.00
22:36;31.56;9.83
22:42;33.71;7.67
22:48;29.84;9.00
22:54;30.61;9.33
23:00;34.79;9.00
23:06;29.97;6.33
23:12;29.00;7.67
23:18;31.27;8.50
23:24;28.19;8.50
23:30;31.88;5.00
23:36;33.82;5.17
23:42;33.93;5.50
23:48;30.54;5.50
23:54;32.27;5.00
