heure;vitesse;debit
11:48;32.89;39.50
11:54;32.42;37.00
12:00;33.56;38.33
12:06;34.34;43.83
12:12;33.32;46.83
12:18;33.76;45.50
12:24;33.65;37.67
12:30;31.39;38.33
12:36;33.29;32.33
12:42;33.54;34.83
12:48;32.21;30.83
12:54;32.18;23.50
13:00;32.16;27.17
13:06;32.81;27.00
13:12;31.47;32.17
13:18;33.49;28.50
13:24;35.38;25.83
13:30;30.80;32.17
13:36;32.39;32.83
13:42;30.65;34.50
13:48;31.19;34.83
13:54;30.55;33.17
14:00;32.48;37.67
14:06;33.10;37.83
14:12;31.76;37.50
14:18;33.42;39.33
14:24;32.16;40.67
14:30;32.47;33.50
14:36;31.37;36.00
14:42;31.19;40.17
14:48;30.91;36.83
14:54;32.90;35.00
15:00;31.14;39.33
15:06;30.96;36.17
15:12;31.47;34.67
15:18;31.23;41.67
15:24;31.07;44.33
15:30;29.24;43.17
15:36;31.36;46.67
15:42;29.64;44.50
15:48;30.75;50.00
15:54;29.58;52.67
16:00;29.72;56.17
16:06;30.57;53.33
16:12;32.38;57.00
16:18;31.81;63.00
16:24;32.31;61.67
16:30;28.96;56.17
16:36;31.43;52.17
16:42;31.91;58.33
16:48;30.88;60.17
16:54;31.04;60.67
17:00;30.34;64.00
17:06;31.77;60.83
17:12;28.97;71.00
17:18;29.50;71.00
17:24;27.48;69.83
17:30;26.58;67.50
17:36;27.46;66.67
17:42;29.56;61.67
17:48;31.42;61.67
17:54;32.47;59.50
18:00;30.74;56.67
18:06;32.21;57.17
18:12;31.74;61.17
18:18;30.27;62.00
18:24;32.46;60.83
18:30;29.46;60.17
18:36;30.28;54.00
18:42;31.49;55.83
18:48;31.67;48.50
18:54;32.47;41.67
19:00;31.61;43.00
19:06;30.60;43.33
19:12;31.52;40.83
19:18;32.88;44.33
19:24;32.73;36.17
19:30;33.03;39.17
19:36;32.35;32.00
19:42;32.02;36.50
19:48;31.33;29.83
19:54;32.04;31.67
20:00;32.76;29.00
20:06;29.02;28.00
20:12;32.57;32.50
20:18;31.69;26.33
20:24;32.07;20.00
20:30;32.89;20.17
20:36;33.80;16.33
20:42;34.97;16.00
20:48;35.21;14.83
20:54;34.48;13.33
21:00;35.24;12.67
21:06;34.07;9.33
21:12;36.25;14.67
21:18;34.75;12.33
21:24;35.08;12.00
21:30;35.46;13.67
21:36;34.20;10.67
21:42;34.43;10.00
21:48;33.74;10.67
21:54;33.35;11.83
22:00;34.54;9.83
22:06;36.88;11.00
22:12;35.91;10.83
22:18;35.52;11.17
22:24;32.93;8.00
22:30;35.04;9.17
22:36;35.86;7.00
22:42;35.17;5.67
22:48;34.61;7.17
22:54;36.37;5.67
23:00;33.49;5.83
23:06;37.00;6.17
23:12;30.34;4.50
23:18;34.14;4.67
23:24;34.20;5.67
23:30;30.47;4.83
23:36;33.86;4.17
23:42;37.75;4.50
23:48;39.28;3.00
23:54;38.61;2.17
