heure;vitesse;debit
10:48;40.68;30.50
10:54;43.11;32.50
11:00;40.57;30.00
11:06;44.40;31.33
11:12;44.03;28.33
11:18;45.06;34.00
11:24;45.06;33.00
11:30;45.63;30.83
11:36;45.64;29.17
11:42;43.94;29.67
11:48;43.98;36.67
11:54;43.74;33.83
12:00;41.79;29.50
12:06;44.73;30.67
12:12;46.36;29.17
12:18;40.96;34.50
12:24;39.96;33.00
12:30;47.50;28.83
12:36;47.21;29.33
12:42;48.08;32.00
12:48;47.43;26.50
12:54;45.69;24.83
13:00;46.51;27.17
13:06;48.55;30.17
13:12;48.22;28.17
13:18;47.19;31.67
13:24;48.17;29.67
13:30;44.99;38.83
13:36;42.63;34.67
13:42;43.92;39.50
13:48;45.25;37.50
13:54;44.77;35.17
14:00;44.23;34.67
14:06;42.79;33.50
14:12;45.24;28.00
14:18;46.28;32.17
14:24;44.12;33.83
14:30;43.41;32.83
14:36;42.39;30.67
14:42;40.41;30.00
14:48;40.89;29.17
14:54;42.34;29.67
15:00;42.60;30.33
15:06;45.79;31.67
15:12;40.41;31.67
15:18;43.94;31.17
15:24;44.87;32.17
15:30;44.89;32.33
15:36;45.07;36.00
15:42;43.72;31.67
15:48;43.81;37.33
15:54;43.37;37.00
16:00;43.95;35.00
16:06;44.76;38.67
16:12;44.46;35.67
16:18;42.40;37.17
16:24;38.55;42.00
16:30;42.98;42.17
16:36;41.92;41.17
16:42;40.14;38.83
16:48;39.26;38.83
16:54;37.52;40.00
17:00;38.17;39.67
17:06;35.37;31.50
17:12;32.89;32.17
17:18;30.34;31.00
17:24;33.12;33.83
17:30;33.84;42.33
17:36;35.51;44.00
17:42;37.48;38.17
17:48;39.25;41.17
17:54;36.18;46.17
18:00;40.85;37.00
18:06;42.73;41.00
18:12;41.62;41.83
18:18;39.98;43.67
18:24;38.82;40.33
18:30;41.35;42.00
18:36;40.99;38.17
18:42;40.39;43.33
18:48;38.40;43.50
18:54;41.66;32.00
19:00;41.72;34.50
19:06;41.76;42.17
19:12;41.00;36.17
19:18;41.07;41.00
19:24;40.21;35.83
19:30;41.61;34.33
19:36;42.78;34.50
19:42;45.21;29.83
19:48;44.45;30.17
19:54;45.23;23.67
20:00;44.61;25.67
20:06;44.99;25.33
20:12;44.53;26.33
20:18;45.80;23.50
20:24;46.30;18.67
20:30;47.75;18.50
20:36;49.18;13.83
20:42;49.23;16.83
20:48;47.70;14.33
20:54;49.19;10.83
21:00;46.40;12.50
21:06;50.19;12.83
21:12;48.41;9.83
21:18;48.91;11.83
21:24;45.68;11.83
21:30;46.21;9.33
21:36;45.27;11.17
21:42;46.27;12.50
21:48;46.52;11.83
21:54;45.63;11.00
22:00;47.26;8.33
22:06;45.78;10.67
22:12;47.99;10.17
22:18;48.61;10.83
22:24;49.86;6.67
22:30;47.61;8.83
22:36;50.24;6.00
22:42;51.19;9.00
22:48;48.96;7.50
22:54;50.54;8.83
23:00;48.21;7.17
23:06;49.53;6.67
23:12;50.42;7.83
23:18;48.06;6.83
23:24;47.17;7.67
23:30;48.88;7.00
23:36;45.78;6.50
23:42;47.60;6.00
23:48;46.54;5.50
23:54;43.08;3.00
