heure;vitesse;debit
11:36;32.12;48.67
11:42;34.14;45.67
11:48;34.21;37.17
11:54;34.75;45.00
12:00;34.26;44.67
12:06;35.61;49.33
12:12;36.67;45.17
12:18;36.07;34.33
12:24;36.06;31.83
12:30;35.06;37.00
12:36;34.34;39.17
12:42;35.08;27.00
12:48;34.21;29.00
12:54;35.52;30.00
13:00;34.17;28.50
13:06;34.70;31.17
13:12;34.93;32.83
13:18;35.56;30.67
13:24;35.17;41.50
13:30;34.26;39.83
13:36;34.09;42.17
13:42;35.22;39.83
13:48;36.40;38.33
13:54;35.29;35.50
14:00;34.27;34.83
14:06;34.78;36.17
14:12;35.64;34.33
14:18;33.53;36.00
14:24;33.97;36.67
14:30;35.41;34.50
14:36;34.00;34.83
14:42;33.48;41.33
14:48;34.33;37.17
14:54;33.84;32.67
15:00;35.38;40.50
15:06;34.54;38.67
15:12;34.00;37.33
15:18;33.32;38.50
15:24;33.03;42.00
15:30;34.41;40.00
15:36;34.15;37.17
15:42;34.90;40.83
15:48;35.47;40.33
15:54;34.80;39.00
16:00;34.65;46.50
16:06;34.42;46.67
16:12;35.51;46.50
16:18;35.19;48.67
16:24;34.87;39.50
16:30;33.60;37.33
16:36;34.12;41.33
16:42;33.80;45.17
16:48;34.03;45.50
16:54;35.31;44.17
17:00;34.72;47.33
17:06;35.02;53.33
17:12;33.89;52.50
17:18;33.40;53.50
17:24;32.96;56.33
17:30;34.08;55.00
17:36;32.97;51.83
17:42;34.57;53.00
17:48;34.59;45.67
17:54;35.42;44.67
18:00;34.00;52.00
18:06;34.56;59.00
18:12;34.44;48.00
18:18;35.27;45.67
18:24;33.18;50.00
18:30;33.62;47.50
18:36;34.22;44.67
18:42;34.53;37.67
18:48;34.72;35.83
18:54;35.83;38.67
19:00;34.24;36.50
19:06;34.36;34.83
19:12;34.28;33.83
19:18;34.37;28.83
19:24;33.12;30.00
19:30;34.80;33.17
19:36;35.22;35.83
19:42;35.29;28.00
19:48;35.87;23.17
19:54;36.70;23.00
20:00;36.01;20.83
20:06;35.37;23.50
20:12;35.54;22.00
20:18;37.23;17.33
20:24;36.40;16.33
20:30;36.71;11.00
20:36;35.70;18.17
20:42;36.00;17.50
20:48;35.71;13.17
20:54;36.84;11.33
21:00;36.09;11.50
21:06;34.54;13.50
21:12;35.76;13.17
21:18;37.70;11.00
21:24;36.91;12.17
21:30;36.57;10.33
21:36;35.97;11.00
21:42;34.90;11.33
21:48;38.21;9.83
21:54;38.51;6.50
22:00;37.60;8.50
22:06;36.10;7.33
22:12;36.83;8.17
22:18;36.02;8.17
22:24;33.49;6.83
22:30;36.30;6.50
22:36;35.90;7.83
22:42;37.79;7.00
22:48;38.21;7.00
22:54;36.02;5.67
23:00;29.64;2.83
23:06;37.19;5.67
23:12;36.48;6.33
23:18;38.11;4.50
23:24;35.99;5.33
23:30;35.97;5.00
23:36;32.09;4.50
23:42;38.61;3.17
23:48;37.92;3.50
23:54;34.58;3.00
