heure;vitesse;debit
00:00;28.28;2.67
00:06;29.08;2.33
00:12;31.39;2.17
00:18;36.11;3.33
00:24;38.06;2.00
00:30;20.00;0.67
00:36;23.89;1.67
00:42;15.56;1.17
00:48;30.83;1.50
00:54;35.00;2.17
01:00;30.44;2.33
01:06;24.44;1.00
01:12;15.83;0.83
01:18;19.17;0.83
01:24;19.17;0.83
01:30;5.83;0.33
01:36;25.00;0.83
01:42;30.83;1.17
01:48;15.42;0.83
01:54;15.83;0.50
02:00;25.83;1.67
02:06;20.56;1.17
02:12;23.33;1.00
02:18;25.56;2.17
02:24;27.00;2.33
02:30;13.89;0.67
02:36;26.67;1.00
02:42;28.33;1.33
02:48;11.67;0.83
02:54;16.39;0.83
03:00;26.39;1.33
03:06;28.33;2.00
03:12;23.33;1.33
03:18;8.33;0.33
03:24;31.67;1.00
03:30;20.83;1.33
03:36;28.33;1.67
03:42;30.28;2.00
03:48;31.94;1.67
03:54;13.75;1.00
04:00;21.67;1.00
04:06;20.00;1.00
04:12;27.72;2.67
04:18;35.83;1.67
04:24;31.67;1.67
04:30;37.36;4.33
04:36;30.64;3.17
04:42;35.43;5.83
04:48;25.16;6.33
04:54;32.00;4.50
05:00;34.05;7.50
05:06;32.86;8.00
05:12;35.71;8.67
05:18;34.33;10.33
05:24;36.07;10.00
05:30;36.20;12.50
05:36;36.06;12.67
05:42;35.71;10.67
05:48;34.37;9.00
05:54;35.30;10.33
06:00;35.00;15.00
06:06;35.67;18.00
06:12;36.76;20.83
06:18;36.06;28.50
06:24;35.42;30.67
06:30;33.43;37.33
06:36;34.65;42.00
06:42;33.65;54.17
06:48;33.90;68.17
06:54;32.34;70.50
07:00;31.77;77.67
07:06;32.41;77.83
07:12;31.39;63.83
07:18;30.72;64.00
07:24;30.80;58.50
07:30;30.70;55.00
07:36;31.45;45.67
07:42;31.62;45.50
07:48;33.15;47.67
07:54;32.36;48.50
08:00;32.06;40.50
08:06;33.51;44.67
08:12;33.10;39.83
08:18;33.24;41.00
08:24;33.55;41.00
08:30;33.93;44.50
08:36;33.86;40.00
08:42;32.65;42.67
08:48;31.77;44.17
08:54;32.13;39.83
09:00;33.22;36.67
09:06;33.39;36.50
09:12;33.25;33.00
09:18;34.45;33.00
09:24;34.39;38.50
09:30;32.46;33.50
09:36;32.75;33.50
09:42;34.37;35.67
09:48;34.91;30.17
09:54;33.85;33.00
10:00;34.08;35.33
10:06;33.38;36.17
10:12;32.90;36.17
10:18;34.07;33.67
10:24;34.47;35.00
10:30;33.23;36.17
10:36;33.46;43.17
10:42;34.49;41.00
10:48;34.64;34.00
10:54;33.34;34.50
11:00;34.81;36.33
11:06;34.83;38.00
11:12;35.71;41.00
11:18;33.98;43.83
11:24;32.50;41.17
11:30;32.67;39.83
