heure;vitesse;debit
21:48;55.00;10.00
21:54;54.86;9.17
22:00;56.20;12.50
22:06;54.63;5.50
22:12;53.80;9.50
22:18;56.87;8.67
22:24;55.63;7.50
22:30;54.96;9.17
22:36;55.19;9.00
22:42;55.51;6.83
22:48;54.35;9.00
22:54;53.45;4.67
23:00;56.26;7.67
23:06;52.55;5.50
23:12;45.83;4.67
23:18;56.80;5.83
23:24;55.89;5.50
23:30;59.32;4.50
23:36;56.69;5.33
23:42;56.64;4.67
23:48;59.13;4.00
23:54;55.17;3.50
