heure;vitesse;debit
00:00;58.00;3.67
00:06;57.36;4.17
00:12;46.92;3.00
00:18;57.47;3.50
00:24;54.17;3.33
00:30;38.47;1.83
00:36;52.33;2.50
00:42;39.17;1.50
00:48;40.00;1.33
00:54;52.78;2.00
01:00;48.33;1.50
01:06;37.78;2.67
01:12;47.28;2.00
01:18;37.08;1.33
01:24;38.33;1.17
01:30;47.50;1.17
01:36;34.00;1.50
01:42;32.50;1.17
01:48;21.67;0.33
01:54;17.78;1.17
02:00;36.25;1.33
02:06;50.56;1.67
02:12;29.17;0.67
02:18;32.17;1.17
02:24;17.92;1.17
02:30;33.89;1.00
02:36;25.83;0.83
02:42;28.33;0.67
02:48;9.17;0.17
02:54;9.17;0.17
03:00;55.00;2.00
03:06;26.67;0.83
03:12;37.50;0.83
03:18;38.33;0.67
03:24;25.83;0.67
03:30;10.83;0.17
03:36;35.83;0.83
03:42;28.06;0.83
03:48;27.50;0.50
03:54;18.33;0.50
04:00;45.00;1.33
04:06;42.28;1.83
04:12;46.78;2.83
04:18;34.17;1.00
04:24;55.00;2.17
04:30;52.58;3.33
04:36;61.39;3.17
04:42;60.00;2.17
04:48;61.11;2.17
04:54;47.64;3.50
05:00;61.43;4.83
05:06;56.74;4.33
05:12;55.14;5.83
05:18;53.89;3.33
05:24;56.53;5.83
05:30;55.73;6.00
05:36;56.55;6.00
05:42;58.44;8.33
05:48;55.33;7.83
05:54;56.39;8.83
06:00;55.05;10.17
06:06;55.57;10.83
06:12;56.70;16.00
06:18;56.60;16.00
06:24;56.25;20.50
06:30;54.12;26.00
06:36;54.51;29.00
06:42;53.87;36.67
06:48;50.26;32.83
06:54;48.54;34.83
07:00;48.69;31.50
07:06;46.27;36.50
07:12;47.27;30.83
07:18;46.98;22.67
07:24;49.51;21.00
07:30;46.87;14.00
07:36;49.44;13.33
07:42;48.21;16.50
07:48;49.09;15.67
07:54;48.59;16.67
08:00;49.09;14.17
08:06;50.34;16.83
08:12;49.12;13.50
08:18;48.32;15.17
08:24;48.63;14.83
08:30;46.39;14.17
08:36;47.74;18.83
08:42;48.98;18.33
08:48;50.06;14.83
08:54;48.66;16.33
09:00;50.51;17.00
09:06;50.64;14.83
09:12;49.28;16.83
09:18;52.50;17.67
09:24;51.94;17.83
09:30;52.11;18.33
09:36;51.86;22.17
09:42;54.04;19.00
09:48;52.12;21.17
09:54;51.35;22.83
10:00;51.90;20.83
10:06;52.93;23.00
10:12;53.16;20.00
10:18;51.47;22.33
10:24;54.33;20.33
10:30;51.83;22.33
10:36;51.42;26.50
10:42;50.43;23.67
10:48;52.59;23.50
10:54;49.60;25.17
11:00;50.69;24.50
11:06;47.49;23.67
11:12;53.26;19.33
11:18;50.32;22.33
11:24;51.58;27.83
11:30;53.59;26.33
11:36;52.57;23.83
11:42;53.83;23.50
11:48;54.52;24.67
11:54;55.44;29.00
12:00;55.12;23.33
12:06;55.41;28.33
12:12;54.50;25.17
12:18;54.76;25.67
12:24;53.73;29.67
12:30;54.74;21.83
12:36;54.54;22.00
12:42;54.69;18.33
12:48;55.54;23.17
12:54;54.26;27.00
13:00;54.67;25.00
13:06;54.95;23.17
13:12;52.89;25.00
13:18;56.91;19.50
13:24;54.88;23.17
13:30;54.68;28.83
13:36;54.11;31.67
13:42;54.83;27.67
13:48;54.29;28.50
13:54;53.46;24.67
14:00;55.11;20.17
14:06;53.99;32.33
14:12;55.74;28.33
14:18;55.08;23.00
14:24;54.52;26.83
14:30;54.06;25.83
14:36;54.07;26.33
14:42;54.76;27.83
14:48;54.31;28.00
14:54;54.69;26.00
15:00;53.46;24.83
15:06;53.04;26.67
15:12;54.74;26.00
15:18;53.82;31.67
15:24;52.23;30.50
15:30;52.51;28.50
15:36;52.79;30.17
15:42;53.21;28.50
15:48;53.29;31.33
15:54;54.14;26.67
16:00;53.82;24.17
16:06;55.76;33.17
16:12;54.90;30.00
16:18;54.19;28.17
16:24;53.53;28.17
16:30;54.00;25.67
16:36;53.21;30.33
16:42;54.09;20.17
16:48;53.01;23.17
16:54;53.93;26.33
17:00;52.94;22.33
17:06;53.19;23.50
17:12;53.60;29.00
17:18;52.97;32.33
17:24;51.38;25.33
17:30;51.30;26.00
17:36;51.27;24.67
17:42;50.08;25.67
17:48;50.55;21.33
17:54;51.25;19.17
18:00;50.76;23.00
18:06;51.08;20.33
18:12;52.13;25.83
18:18;51.01;27.00
18:24;51.63;26.00
18:30;51.33;21.33
18:36;51.94;21.50
18:42;50.69;26.00
18:48;50.28;23.00
18:54;51.09;23.83
19:00;50.49;24.67
19:06;52.02;23.83
19:12;50.89;24.50
19:18;51.31;23.33
19:24;53.41;27.17
19:30;53.16;25.00
19:36;53.51;27.50
19:42;52.90;25.17
19:48;55.08;22.17
19:54;54.82;20.33
20:00;53.35;18.67
20:06;56.13;18.67
20:12;55.13;19.50
20:18;55.29;17.17
20:24;55.30;17.50
20:30;55.36;14.67
20:36;56.08;14.50
20:42;55.65;12.67
20:48;54.11;13.67
20:54;58.29;11.00
21:00;55.25;11.67
21:06;58.07;10.17
21:12;56.85;10.00
21:18;56.47;10.33
21:24;55.86;10.33
21:30;55.01;15.00
21:36;54.07;13.00
21:42;55.04;8.33
