heure;vitesse;debit
00:00;49.11;8.50
00:06;49.22;8.00
00:12;47.67;7.00
00:18;47.76;8.17
00:24;47.85;5.33
00:30;50.16;5.33
00:36;39.40;5.83
00:42;48.42;8.33
00:48;47.50;8.83
00:54;50.02;5.00
01:00;49.47;3.83
01:06;40.01;3.67
01:12;45.52;3.00
01:18;39.44;2.00
01:24;36.33;2.50
01:30;40.97;2.33
01:36;49.86;2.67
01:42;50.28;2.50
01:48;46.67;1.67
01:54;36.35;2.33
02:00;42.42;2.50
02:06;50.00;2.17
02:12;32.31;2.83
02:18;50.83;2.50
02:24;29.17;1.17
02:30;34.58;1.33
02:36;35.83;1.33
02:42;49.50;2.33
02:48;28.61;1.67
02:54;15.56;0.67
03:00;13.75;0.83
03:06;16.67;0.50
03:12;23.06;1.33
03:18;31.67;1.33
03:24;23.33;0.83
03:30;45.56;2.00
03:36;29.44;1.33
03:42;32.78;1.17
03:48;46.94;1.83
03:54;52.50;1.17
04:00;32.83;2.50
04:06;38.33;1.00
04:12;27.50;1.00
04:18;41.39;1.33
04:24;45.89;3.33
04:30;44.78;2.67
04:36;45.12;3.83
04:42;49.78;3.83
04:48;49.72;5.17
04:54;40.83;4.17
05:00;47.88;5.67
05:06;48.63;7.00
05:12;47.11;6.33
05:18;49.27;7.17
05:24;49.62;6.83
05:30;47.47;5.17
05:36;47.55;9.33
05:42;47.02;9.17
05:48;47.73;12.33
05:54;44.31;9.67
06:00;47.32;12.00
06:06;46.26;12.33
06:12;47.05;17.83
06:18;46.66;18.17
06:24;46.18;19.00
06:30;46.15;26.67
06:36;47.21;36.33
06:42;45.81;36.50
06:48;46.12;41.67
06:54;45.56;51.67
07:00;45.13;58.50
07:06;43.40;72.50
07:12;42.38;84.50
07:18;38.35;94.50
07:24;33.56;97.33
07:30;33.56;99.33
07:36;27.43;94.33
07:42;31.24;92.83
07:48;34.66;85.83
07:54;38.71;79.83
08:00;40.67;78.83
08:06;40.18;73.50
08:12;43.59;65.00
08:18;43.23;57.83
08:24;45.29;52.67
08:30;42.83;54.17
08:36;41.71;48.00
08:42;41.20;43.50
08:48;44.89;46.00
08:54;45.52;40.50
09:00;45.37;41.17
09:06;44.93;41.83
09:12;45.75;38.00
09:18;44.83;33.83
09:24;45.25;39.67
09:30;45.88;35.17
09:36;44.63;38.50
09:42;46.04;38.33
09:48;47.32;38.17
09:54;46.83;42.83
10:00;47.92;39.67
10:06;46.71;44.67
10:12;47.51;40.00
10:18;45.95;44.67
10:24;45.86;44.00
10:30;46.75;47.83
10:36;46.37;45.00
10:42;47.03;44.50
10:48;46.86;48.50
10:54;46.83;40.83
11:00;46.33;39.67
11:06;45.59;51.33
11:12;45.49;48.00
11:18;46.27;49.67
11:24;45.99;45.17
11:30;46.23;51.83
11:36;47.18;55.67
11:42;45.49;53.83
11:48;46.53;47.67
11:54;47.62;52.50
12:00;47.81;54.33
12:06;46.18;67.17
12:12;47.10;60.67
12:18;46.61;51.00
12:24;46.95;43.00
12:30;46.71;46.67
12:36;47.24;43.83
12:42;48.05;40.67
12:48;47.87;38.33
12:54;46.71;37.33
13:00;46.81;36.00
13:06;46.81;44.67
13:12;47.52;44.33
13:18;46.95;42.67
13:24;46.85;47.33
13:30;46.87;50.17
13:36;47.06;45.33
13:42;47.88;46.50
13:48;47.23;45.17
13:54;46.81;45.50
14:00;47.26;47.33
14:06;46.44;51.00
14:12;46.67;55.67
14:18;46.97;48.83
14:24;46.76;47.83
14:30;45.47;48.83
14:36;46.94;48.50
14:42;46.87;49.33
14:48;46.43;45.00
14:54;46.70;43.67
15:00;47.20;47.50
15:06;46.01;52.67
15:12;46.02;52.67
15:18;46.50;56.33
15:24;46.14;50.50
15:30;45.61;53.17
15:36;45.90;52.67
15:42;45.65;57.67
15:48;45.69;60.83
15:54;46.25;56.17
16:00;45.34;63.33
16:06;46.29;69.67
16:12;45.84;68.50
16:18;45.87;59.17
16:24;46.31;60.17
16:30;45.24;67.67
16:36;46.44;66.67
16:42;45.34;55.67
16:48;45.94;60.33
16:54;45.34;55.50
17:00;46.51;70.67
17:06;45.07;72.67
17:12;44.25;65.50
17:18;45.20;59.67
17:24;44.88;59.83
17:30;45.59;61.17
17:36;44.00;56.33
17:42;44.73;54.67
17:48;46.05;50.67
17:54;45.78;44.17
18:00;44.48;55.00
18:06;45.17;64.50
18:12;46.23;51.00
18:18;46.59;48.17
18:24;46.41;42.50
18:30;45.29;53.33
18:36;46.43;45.67
18:42;46.17;44.33
18:48;47.14;40.33
18:54;46.32;45.17
19:00;47.77;44.17
19:06;46.97;44.00
19:12;47.78;46.83
19:18;46.86;39.83
19:24;47.67;42.50
19:30;47.53;36.00
19:36;46.24;32.67
19:42;47.36;32.17
19:48;47.48;31.17
19:54;47.69;32.67
20:00;48.96;27.67
20:06;47.06;28.67
20:12;47.97;23.83
20:18;48.74;23.83
20:24;49.37;19.33
20:30;49.49;20.00
20:36;49.25;13.83
20:42;49.94;17.00
20:48;49.39;17.17
20:54;48.85;14.00
21:00;48.83;13.17
21:06;49.62;16.00
21:12;47.94;14.50
21:18;48.32;16.00
21:24;48.32;20.33
21:30;47.96;21.67
21:36;48.08;22.50
21:42;48.13;15.83
21:48;48.29;13.83
21:54;48.36;20.00
22:00;47.70;20.83
22:06;47.39;13.00
22:12;47.85;11.67
22:18;49.44;12.83
22:24;49.53;15.00
22:30;47.92;13.33
22:36;48.75;8.33
22:42;48.06;10.50
22:48;48.71;10.83
22:54;48.19;10.17
23:00;47.25;22.00
23:06;46.80;14.33
23:12;47.86;9.50
23:18;48.55;10.50
23:24;47.62;12.00
23:30;47.26;11.50
23:36;47.64;7.00
23:42;48.16;6.83
23:48;46.90;4.83
23:54;47.02;6.00
