heure;vitesse;debit
12:36;63.20;39.17
12:42;62.29;38.50
12:48;60.16;36.00
12:54;62.55;32.50
13:00;60.38;35.00
13:06;61.33;31.00
13:12;59.65;35.17
13:18;60.31;36.00
13:24;60.86;42.83
13:30;60.18;38.17
13:36;61.47;47.83
13:42;61.26;46.50
13:48;60.91;40.00
13:54;60.57;42.17
14:00;60.89;42.83
14:06;62.15;38.17
14:12;59.81;43.17
14:18;60.20;40.33
14:24;61.35;38.33
14:30;61.90;41.33
14:36;60.08;40.17
14:42;60.20;35.67
14:48;59.65;40.00
14:54;58.25;39.83
15:00;58.46;35.00
15:06;59.57;34.00
15:12;58.94;35.67
15:18;58.43;45.83
15:24;59.24;41.17
15:30;59.80;43.50
15:36;59.80;38.33
15:42;58.78;37.00
15:48;59.11;40.67
15:54;60.38;46.67
16:00;62.09;41.33
16:06;60.55;50.17
16:12;59.69;43.33
16:18;59.73;35.83
16:24;59.94;39.50
16:30;61.09;36.33
16:36;59.75;43.00
16:42;57.68;41.67
16:48;56.50;41.33
16:54;57.25;48.00
17:00;60.09;41.67
17:06;57.78;43.83
17:12;55.77;46.83
17:18;57.96;44.67
17:24;56.80;40.67
17:30;58.04;35.50
17:36;56.40;38.17
17:42;56.76;39.00
17:48;58.90;36.33
17:54;57.25;47.17
18:00;59.08;33.67
18:06;56.59;37.67
18:12;55.51;38.00
18:18;57.13;37.50
18:24;57.00;40.83
18:30;57.18;38.50
18:36;57.37;32.17
18:42;58.17;32.67
18:48;56.33;39.67
18:54;57.43;35.83
19:00;58.16;40.17
19:06;58.74;34.17
19:12;59.23;31.17
19:18;59.75;25.83
19:24;59.90;28.67
19:30;60.87;28.00
19:36;60.18;31.83
19:42;58.13;27.83
19:48;59.54;27.00
19:54;60.30;20.00
20:00;60.55;23.00
20:06;64.04;24.00
20:12;62.53;22.17
20:18;63.46;18.33
20:24;63.76;17.67
20:30;64.08;13.33
20:36;63.50;18.50
20:42;65.54;11.33
20:48;62.13;11.83
20:54;63.80;10.33
21:00;62.81;9.83
21:06;61.30;12.67
21:12;66.37;11.83
21:18;64.38;11.67
21:24;62.80;10.00
21:30;64.43;10.33
21:36;65.20;13.67
21:42;64.76;9.67
21:48;64.38;9.17
21:54;63.44;8.33
22:00;64.40;6.17
22:06;64.63;13.00
22:12;63.54;8.17
22:18;62.65;8.50
22:24;62.76;10.50
22:30;63.23;5.50
22:36;59.02;7.17
22:42;63.29;5.50
22:48;63.23;7.00
22:54;63.69;5.67
23:00;61.39;6.67
23:06;64.72;4.00
23:12;70.54;4.67
23:18;58.29;4.17
23:24;64.24;5.67
23:30;63.29;4.83
23:36;62.36;3.17
23:42;71.72;4.00
23:48;63.32;4.50
23:54;67.33;3.83
