heure;vitesse;debit
08:36;22.89;97.67
08:42;27.56;107.17
08:48;30.87;101.83
08:54;32.11;101.83
09:00;47.73;82.33
09:06;46.15;92.50
09:12;45.93;84.50
09:18;53.10;84.83
09:24;56.00;88.00
09:30;59.26;87.17
09:36;58.07;87.83
09:42;59.34;85.33
09:48;63.24;78.50
09:54;61.81;81.67
10:00;60.61;80.83
10:06;61.53;86.67
10:12;64.69;82.83
10:18;62.72;91.67
10:24;62.61;93.00
10:30;63.77;89.67
10:36;62.89;102.50
10:42;61.08;98.00
10:48;62.50;103.67
10:54;63.04;101.00
11:00;62.75;108.33
11:06;62.77;115.00
11:12;61.86;104.17
11:18;61.64;113.17
11:24;61.17;117.17
11:30;61.83;105.33
11:36;60.84;113.00
11:42;61.86;112.67
11:48;61.27;119.17
11:54;61.36;115.17
12:00;61.81;116.67
12:06;61.80;118.00
12:12;61.92;119.17
12:18;63.10;112.17
12:24;63.60;107.00
12:30;64.27;101.00
12:36;64.01;102.33
12:42;63.53;100.67
12:48;64.44;98.33
12:54;63.44;100.50
13:00;63.96;103.33
13:06;63.48;104.17
13:12;64.50;104.17
13:18;62.01;119.00
13:24;61.80;124.33
13:30;61.64;135.00
13:36;61.33;133.00
13:42;60.60;142.50
13:48;61.59;127.67
13:54;62.71;121.67
14:00;61.45;119.83
14:06;62.24;119.33
14:12;60.07;121.33
14:18;62.13;111.50
14:24;62.50;117.00
14:30;62.22;110.17
14:36;61.04;122.17
14:42;61.48;115.33
14:48;61.60;110.50
14:54;61.32;122.83
15:00;62.22;117.00
15:06;59.78;123.17
15:12;59.28;133.33
15:18;60.17;126.50
15:24;60.17;122.00
15:30;59.48;134.33
15:36;58.08;141.67
15:42;59.13;137.00
15:48;58.91;137.67
15:54;58.37;128.83
16:00;57.58;141.67
16:06;58.62;138.00
16:12;55.49;145.50
16:18;56.30;136.50
16:24;56.66;131.83
16:30;58.04;132.00
16:36;53.48;123.50
16:42;51.57;124.67
16:48;51.35;120.83
16:54;52.30;119.83
17:00;50.76;119.00
17:06;49.12;126.67
17:12;50.00;121.67
17:18;49.75;121.00
17:24;49.53;116.33
17:30;47.04;120.00
17:36;47.78;111.17
17:42;50.78;110.17
17:48;48.26;107.67
17:54;45.05;105.67
18:00;47.05;112.67
18:06;46.45;119.50
18:12;48.25;106.17
18:18;52.31;105.00
18:24;54.61;104.67
18:30;51.97;104.67
18:36;52.36;104.83
18:42;56.92;98.00
18:48;60.28;100.00
18:54;58.39;101.50
19:00;59.58;103.17
19:06;59.76;96.50
19:12;60.37;98.67
19:18;61.04;91.83
19:24;60.56;101.00
19:30;61.94;95.67
19:36;64.16;85.00
19:42;62.35;87.00
19:48;63.62;80.67
19:54;64.95;71.67
20:00;63.88;84.67
20:06;63.41;87.33
20:12;66.17;66.67
20:18;66.54;60.17
20:24;67.49;50.33
20:30;66.91;45.17
20:36;66.58;43.83
20:42;68.42;37.50
20:48;67.69;31.33
20:54;70.40;31.67
21:00;68.98;30.50
21:06;67.18;30.50
21:12;68.38;29.83
21:18;67.03;30.00
21:24;68.78;28.00
21:30;67.18;27.00
21:36;67.09;25.50
21:42;69.94;28.33
21:48;67.47;24.00
21:54;67.63;22.83
22:00;67.66;23.67
22:06;66.27;28.33
22:12;66.98;27.00
22:18;69.54;18.83
22:24;70.18;22.00
22:30;70.93;16.83
22:36;69.27;20.17
22:42;69.28;19.50
22:48;68.73;18.50
22:54;69.13;17.50
23:00;68.05;18.00
23:06;68.36;25.83
23:12;68.30;18.00
23:18;69.23;14.50
23:24;72.78;17.00
23:30;70.32;13.33
23:36;71.45;13.00
23:42;72.90;11.67
23:48;70.22;11.83
23:54;71.19;10.50
