heure;vitesse;debit
17:12;53.49;65.00
17:18;43.31;53.83
17:24;42.73;47.33
17:30;37.62;49.67
17:36;33.63;41.67
17:42;33.84;50.00
17:48;44.09;55.83
17:54;42.01;49.17
18:00;42.52;57.33
18:06;45.54;51.67
18:12;48.26;61.67
18:18;50.99;66.00
18:24;51.66;62.83
18:30;50.70;53.50
18:36;51.18;66.00
18:42;51.48;62.67
18:48;51.99;59.50
18:54;53.90;55.50
19:00;54.18;51.17
19:06;53.98;58.67
19:12;54.59;56.50
19:18;52.49;53.33
19:24;47.57;48.17
19:30;48.10;47.83
19:36;49.11;38.67
19:42;50.50;46.33
19:48;55.29;51.00
19:54;56.69;44.17
20:00;56.99;42.00
20:06;56.01;44.67
20:12;56.66;46.17
20:18;57.99;42.67
20:24;57.40;34.00
20:30;60.61;26.17
20:36;58.03;29.33
20:42;59.20;28.00
20:48;59.32;24.17
20:54;58.05;25.00
21:00;58.52;23.00
21:06;58.22;23.33
21:12;57.66;20.33
21:18;59.66;22.33
21:24;58.81;23.00
21:30;57.41;23.67
21:36;56.15;22.00
21:42;56.86;21.00
21:48;56.30;19.50
21:54;58.28;20.33
22:00;57.54;17.00
22:06;57.26;18.50
22:12;59.06;18.67
22:18;58.48;20.17
22:24;56.81;20.83
22:30;58.66;16.33
22:36;59.32;18.17
22:42;57.04;10.50
22:48;57.26;14.33
22:54;57.95;14.00
23:00;57.56;10.33
23:06;59.38;20.00
23:12;58.98;12.67
23:18;56.97;12.00
23:24;59.22;9.50
23:30;59.75;13.33
23:36;57.50;8.83
23:42;56.76;10.67
23:48;57.06;8.83
23:54;58.94;10.17
