heure;vitesse;debit
15:42;63.18;97.17
15:48;63.74;114.00
15:54;64.46;102.00
16:00;65.51;115.00
16:06;62.73;130.33
16:12;61.61;132.17
16:18;65.56;118.67
16:24;64.07;120.00
16:30;62.23;141.33
16:36;60.72;140.33
16:42;62.95;136.83
16:48;62.05;126.33
16:54;65.11;122.17
17:00;64.71;136.33
17:06;58.65;145.50
17:12;61.02;150.83
17:18;60.88;128.67
17:24;61.87;118.17
17:30;61.86;122.50
17:36;59.36;122.17
17:42;59.59;118.50
17:48;61.43;101.50
17:54;61.43;93.67
18:00;64.26;95.50
18:06;59.66;102.83
18:12;64.46;95.83
18:18;62.20;91.00
18:24;64.05;98.00
18:30;63.15;102.33
18:36;65.73;96.67
18:42;63.98;88.67
18:48;66.06;77.00
18:54;62.32;82.67
19:00;66.18;63.17
19:06;64.54;74.33
19:12;64.24;73.17
19:18;65.34;68.33
19:24;63.72;70.17
19:30;66.90;62.67
19:36;67.64;65.50
19:42;67.14;57.17
19:48;69.32;56.83
19:54;70.74;56.33
20:00;69.13;40.83
20:06;69.21;57.33
20:12;68.81;52.83
20:18;69.07;48.50
20:24;70.14;50.33
20:30;69.59;42.00
20:36;67.52;37.67
20:42;67.36;32.83
20:48;64.99;32.00
20:54;66.09;30.00
21:00;67.72;34.00
21:06;66.02;31.83
21:12;67.35;27.17
21:18;66.74;24.17
21:24;64.53;21.00
21:30;66.77;27.83
21:36;67.40;20.33
21:42;63.97;18.67
21:48;65.71;18.17
21:54;63.09;21.50
22:00;67.32;18.17
22:06;63.65;21.00
22:12;62.98;21.00
22:18;69.01;17.67
22:24;65.79;15.50
22:30;66.64;13.83
22:36;66.28;17.50
22:42;68.56;17.17
22:48;64.54;14.17
22:54;66.26;11.50
23:00;68.46;12.33
23:06;61.91;14.00
23:12;65.88;13.83
23:18;67.96;9.33
23:24;64.18;15.17
23:30;66.48;10.33
23:36;67.84;12.33
23:42;62.86;12.67
23:48;68.58;6.50
23:54;63.93;9.50
