heure;vitesse;debit
00:00;67.99;6.00
00:06;67.61;7.17
00:12;70.53;5.33
00:18;68.08;5.83
00:24;68.26;5.00
00:30;68.43;6.50
00:36;74.76;6.33
00:42;67.75;4.33
00:48;63.29;5.33
00:54;66.14;5.33
01:00;71.39;5.33
01:06;70.71;4.33
01:12;69.63;5.17
01:18;65.83;1.50
01:24;69.34;4.83
01:30;67.71;4.83
01:36;69.94;6.83
01:42;65.67;6.33
01:48;72.04;5.50
01:54;66.42;4.33
02:00;65.10;5.17
02:06;64.82;4.67
02:12;65.00;5.83
02:18;67.53;5.67
02:24;68.24;6.33
02:30;66.18;5.50
02:36;68.97;6.17
02:42;68.96;8.67
02:48;71.25;4.83
02:54;70.28;3.50
03:00;69.40;5.00
03:06;73.93;5.17
03:12;67.29;4.67
03:18;70.49;9.50
03:24;70.33;7.33
03:30;72.66;9.67
03:36;74.06;7.83
03:42;72.61;7.33
03:48;75.78;12.83
03:54;72.43;8.17
04:00;69.56;12.17
04:06;72.68;16.33
04:12;71.37;20.83
04:18;69.86;19.33
04:24;68.97;16.67
04:30;74.10;15.83
04:36;68.76;17.33
04:42;68.83;19.67
04:48;68.77;21.83
04:54;70.54;21.33
05:00;70.01;28.17
05:06;70.42;30.33
05:12;69.17;32.33
05:18;68.97;30.00
05:24;67.81;34.67
05:30;67.27;43.50
05:36;70.29;52.83
05:42;70.93;51.50
05:48;70.54;58.17
05:54;67.08;63.17
06:00;68.44;61.33
06:06;68.31;69.33
06:12;65.62;80.67
06:18;65.34;109.00
06:24;64.65;128.17
06:30;63.72;139.17
06:36;55.57;183.33
06:42;53.91;198.50
06:48;35.34;237.33
06:54;39.09;231.17
07:00;34.01;223.50
07:06;33.18;223.33
07:12;29.98;242.67
07:18;31.26;230.17
07:24;27.44;218.83
07:30;26.62;206.17
07:36;31.09;211.33
07:42;23.20;168.00
07:48;17.02;132.83
07:54;21.67;165.67
08:00;17.15;96.67
08:06;18.22;167.50
08:12;26.77;191.50
08:18;26.27;171.83
08:24;28.29;190.33
08:30;19.41;102.50
08:36;25.21;176.67
08:42;35.28;180.83
08:48;29.15;139.67
08:54;35.38;138.00
09:00;48.14;161.17
09:06;54.14;132.33
09:12;56.57;121.83
09:18;59.88;116.67
09:24;56.95;141.50
09:30;57.23;123.50
09:36;53.88;132.00
09:42;55.55;133.33
09:48;57.02;131.00
09:54;58.37;122.67
10:00;56.92;134.00
10:06;57.10;118.83
10:12;55.24;123.33
10:18;59.84;125.83
10:24;60.30;117.67
10:30;51.76;115.83
10:36;60.92;107.00
10:42;61.78;122.67
10:48;62.88;108.17
10:54;59.87;120.50
11:00;62.29;103.50
11:06;63.44;112.50
11:12;61.89;106.17
11:18;62.41;113.83
11:24;61.95;122.17
11:30;60.89;114.33
11:36;64.83;116.50
11:42;65.06;95.17
11:48;66.01;89.00
11:54;64.27;119.33
12:00;67.49;116.00
12:06;63.63;133.50
12:12;64.97;125.67
12:18;63.91;135.00
12:24;55.73;94.00
12:30;40.66;83.33
12:36;40.06;82.67
12:42;39.84;80.50
12:48;43.49;94.33
12:54;64.78;97.83
13:00;63.50;88.50
13:06;62.90;110.00
13:12;64.54;102.50
13:18;63.84;100.33
13:24;63.39;110.50
13:30;61.26;128.83
13:36;62.33;150.17
13:42;59.88;138.33
13:48;61.05;138.83
13:54;64.30;112.17
14:00;63.15;129.17
14:06;59.09;123.17
14:12;62.87;114.17
14:18;65.66;120.17
14:24;63.15;110.67
14:30;59.99;106.67
14:36;63.90;114.50
14:42;62.64;114.33
14:48;61.78;100.50
14:54;60.17;104.50
15:00;61.07;107.50
15:06;60.96;112.00
15:12;62.99;107.00
15:18;62.20;104.00
15:24;61.34;110.67
15:30;62.26;113.83
15:36;62.36;124.67
