poste,heure,vitesse,debit,occupation
M3u,00:00,87.04,25.43,0.00631
M3u,00:06,84.97,24.61,0.00877
M3u,00:12,88.16,24.00,0.00584
M3u,00:18,88.38,23.00,0.00615
M3u,00:24,88.21,21.11,0.00589
M3u,00:30,82.97,18.86,0.00888
M3u,00:36,84.88,17.90,0.00504
M3u,00:42,83.98,16.00,0.00587
M3u,00:48,86.78,16.86,0.00538
M3u,00:54,84.96,15.46,0.00498
M3u,01:00,88.60,15.67,0.00454
M3u,01:06,86.78,15.04,0.00522
M3u,01:12,88.15,12.74,0.00487
M3u,01:18,86.79,14.00,0.00540
M3u,01:24,87.83,13.38,0.00477
M3u,01:30,88.51,14.27,0.00513
M3u,01:36,87.47,13.12,0.00510
M3u,01:42,83.33,13.82,0.00545
M3u,01:48,86.56,12.52,0.00544
M3u,01:54,86.96,12.04,0.00563
M3u,02:00,88.10,10.54,0.00463
M3u,02:06,88.50,10.54,0.00526
M3u,02:12,89.01,10.92,0.00577
M3u,02:18,85.68,10.68,0.00532
M3u,02:24,86.53,12.33,0.00525
M3u,02:30,87.69,12.04,0.00537
M3u,02:36,87.86,12.12,0.00541
M3u,02:42,88.90,12.77,0.00515
M3u,02:48,88.03,13.46,0.00575
M3u,02:54,89.74,14.62,0.00608
M3u,03:00,87.55,15.58,0.00543
M3u,03:06,87.15,14.31,0.00501
M3u,03:12,85.89,12.59,0.00555
M3u,03:18,86.10,11.85,0.00580
M3u,03:24,85.57,13.35,0.00691
M3u,03:30,88.41,14.72,0.00623
M3u,03:36,88.74,14.88,0.00670
M3u,03:42,89.62,16.42,0.00610
M3u,03:48,89.89,17.52,0.00612
M3u,03:54,87.42,19.20,0.00625
M3u,04:00,87.65,17.68,0.00647
M3u,04:06,87.75,17.72,0.00597
M3u,04:12,87.00,20.56,0.00709
M3u,04:18,86.42,25.12,0.00809
M3u,04:24,87.85,25.16,0.00772
M3u,04:30,87.54,30.84,0.00975
M3u,04:36,88.33,33.69,0.01022
M3u,04:42,89.39,43.73,0.01095
M3u,04:48,88.82,42.96,0.01065
M3u,04:54,89.20,38.67,0.01023
M3u,05:00,87.99,43.75,0.01206
M3u,05:06,87.80,51.93,0.01313
M3u,05:12,87.28,58.07,0.01395
M3u,05:18,88.54,69.83,0.01494
M3u,05:24,88.66,75.79,0.01610
M3u,05:30,88.15,90.76,0.01794
M3u,05:36,89.29,106.34,0.01950
M3u,05:42,89.97,110.52,0.02010
M3u,05:48,90.04,113.86,0.02069
M3u,05:54,89.71,113.55,0.02055
M3u,06:00,89.18,126.90,0.02257
M3u,06:06,88.66,153.76,0.02763
M3u,06:12,88.00,194.59,0.03375
M3u,06:18,87.88,236.24,0.04021
M3u,06:24,87.33,265.79,0.04446
M3u,06:30,85.80,308.21,0.05228
M3u,06:36,84.01,396.21,0.06835
M3u,06:42,81.64,462.14,0.08063
M3u,06:48,79.18,494.21,0.08992
M3u,06:54,74.55,503.31,0.09895
M3u,07:00,67.08,486.90,0.11173
M3u,07:06,61.49,450.07,0.12050
M3u,07:12,48.17,388.13,0.14716
M3u,07:18,42.68,357.53,0.16214
M3u,07:24,42.81,341.48,0.16437
M3u,07:30,40.15,316.00,0.17185
M3u,07:36,38.05,305.32,0.18596
M3u,07:42,38.17,300.85,0.16691
M3u,07:48,39.05,306.12,0.16838
M3u,07:54,38.66,297.21,0.17070
M3u,08:00,41.22,296.52,0.16062
M3u,08:06,38.94,289.38,0.15934
M3u,08:12,39.89,285.53,0.15300
M3u,08:18,38.83,281.06,0.16488
M3u,08:24,40.66,273.56,0.14847
M3u,08:30,41.21,264.03,0.14765
M3u,08:36,41.49,257.53,0.13829
M3u,08:42,44.90,280.26,0.14323
M3u,08:48,42.94,255.65,0.15120
M3u,08:54,45.78,241.35,0.11576
M3u,09:00,49.56,234.19,0.11736
M3u,09:06,56.68,231.81,0.10501
M3u,09:12,61.08,239.95,0.09797
M3u,09:18,63.66,254.58,0.09538
M3u,09:24,64.33,248.24,0.09867
M3u,09:30,67.32,242.62,0.08338
M3u,09:36,70.18,259.57,0.08405
M3u,09:42,77.39,257.57,0.06690
M3u,09:48,80.83,257.57,0.06571
M3u,09:54,81.58,257.89,0.06285
M3u,10:00,82.03,249.24,0.05565
M3u,10:06,82.48,253.19,0.05794
M3u,10:12,81.60,248.92,0.04996
M3u,10:18,84.54,250.77,0.05122
M3u,10:24,83.77,257.11,0.05507
M3u,10:30,84.28,263.11,0.05270
M3u,10:36,84.45,261.89,0.05347
M3u,10:42,84.76,246.86,0.05157
M3u,10:48,83.92,255.22,0.05305
M3u,10:54,83.32,244.78,0.05454
M3u,11:00,83.32,256.89,0.05323
M3u,11:06,85.07,244.08,0.04707
M3u,11:12,86.66,257.59,0.04706
M3u,11:18,87.10,262.81,0.04772
M3u,11:24,86.99,263.72,0.04733
M3u,11:30,86.74,268.03,0.04929
M3u,11:36,86.89,264.76,0.04785
M3u,11:42,87.03,269.54,0.04933
M3u,11:48,87.28,268.03,0.04789
M3u,11:54,87.60,259.74,0.04734
M3u,12:00,87.92,265.55,0.04635
M3u,12:06,87.79,280.11,0.04862
M3u,12:12,87.68,282.92,0.04943
M3u,12:18,87.77,274.55,0.04805
M3u,12:24,87.83,252.84,0.04418
M3u,12:30,88.08,243.66,0.04257
M3u,12:36,88.15,241.18,0.04288
M3u,12:42,88.34,223.58,0.03848
M3u,12:48,88.33,220.32,0.03876
M3u,12:54,88.36,213.00,0.03876
M3u,13:00,88.18,224.13,0.03931
M3u,13:06,87.91,234.64,0.04108
M3u,13:12,87.68,252.72,0.04429
M3u,13:18,87.23,251.72,0.04448
M3u,13:24,87.38,256.16,0.04497
M3u,13:30,86.92,266.13,0.04679
M3u,13:36,86.89,266.16,0.04791
M3u,13:42,86.84,267.26,0.04889
M3u,13:48,86.94,267.21,0.04704
M3u,13:54,87.28,250.56,0.04503
M3u,14:00,87.12,245.69,0.04382
M3u,14:06,86.62,265.31,0.04723
M3u,14:12,86.32,276.18,0.04880
M3u,14:18,86.34,269.15,0.04836
M3u,14:24,86.01,265.36,0.04796
M3u,14:30,86.23,258.69,0.04660
M3u,14:36,86.65,259.79,0.04744
M3u,14:42,86.44,259.33,0.04695
M3u,14:48,86.55,260.36,0.04725
M3u,14:54,86.47,252.67,0.04700
M3u,15:00,86.45,253.49,0.04634
M3u,15:06,86.03,267.36,0.04873
M3u,15:12,85.54,274.92,0.05004
M3u,15:18,85.72,273.11,0.04996
M3u,15:24,85.42,272.08,0.05026
M3u,15:30,85.03,277.92,0.05112
M3u,15:36,85.46,285.45,0.05160
M3u,15:42,85.34,286.31,0.05253
M3u,15:48,85.30,286.67,0.05132
M3u,15:54,85.39,279.21,0.05011
M3u,16:00,85.23,279.33,0.05135
M3u,16:06,85.21,297.49,0.05350
M3u,16:12,84.68,308.38,0.05563
M3u,16:18,84.20,322.57,0.05669
M3u,16:24,84.17,310.38,0.05601
M3u,16:30,84.59,308.92,0.05418
M3u,16:36,84.59,311.74,0.05462
M3u,16:42,84.40,313.28,0.05463
M3u,16:48,83.86,316.74,0.05539
M3u,16:54,82.33,313.58,0.06037
M3u,17:00,82.68,317.29,0.05735
M3u,17:06,80.59,327.50,0.06211
M3u,17:12,77.29,346.13,0.07388
M3u,17:18,75.61,353.38,0.07618
M3u,17:24,73.17,333.49,0.07950
M3u,17:30,70.96,313.84,0.08755
M3u,17:36,71.10,313.86,0.08120
M3u,17:42,71.19,317.78,0.07742
M3u,17:48,70.17,313.28,0.08414
M3u,17:54,70.90,317.58,0.07847
M3u,18:00,70.67,298.86,0.07755
M3u,18:06,68.23,310.03,0.08454
M3u,18:12,64.77,307.92,0.09788
M3u,18:18,63.35,318.31,0.10602
M3u,18:24,63.81,304.34,0.09862
M3u,18:30,66.21,297.14,0.08824
M3u,18:36,67.84,285.57,0.08451
M3u,18:42,69.68,282.37,0.07772
M3u,18:48,76.44,258.37,0.06149
M3u,18:54,74.93,243.29,0.05846
M3u,19:00,78.14,238.94,0.05443
M3u,19:06,79.15,246.70,0.05553
M3u,19:12,79.34,254.15,0.05699
M3u,19:18,79.68,252.12,0.05259
M3u,19:24,80.79,238.88,0.04656
M3u,19:30,81.85,233.76,0.04234
M3u,19:36,82.54,222.58,0.04106
M3u,19:42,83.43,216.09,0.03881
M3u,19:48,85.40,203.79,0.03423
M3u,19:54,85.95,188.18,0.03187
M3u,20:00,86.32,178.88,0.03020
M3u,20:06,86.88,175.94,0.02944
M3u,20:12,87.02,170.97,0.02800
M3u,20:18,87.09,154.36,0.02559
M3u,20:24,87.54,141.88,0.02372
M3u,20:30,87.75,125.48,0.02123
M3u,20:36,87.83,118.82,0.02001
M3u,20:42,87.30,115.50,0.01958
M3u,20:48,87.37,103.66,0.01808
M3u,20:54,87.56,100.29,0.01754
M3u,21:00,87.57,87.62,0.01587
M3u,21:06,84.48,81.44,0.01477
M3u,21:12,86.23,79.52,0.01426
M3u,21:18,87.51,84.74,0.01528
M3u,21:24,86.94,77.78,0.01532
M3u,21:30,86.39,67.21,0.01271
M3u,21:36,80.76,64.11,0.01276
M3u,21:42,85.06,67.12,0.01421
M3u,21:48,80.52,58.94,0.01254
M3u,21:54,84.87,58.55,0.01268
M3u,22:00,83.35,52.71,0.01421
M3u,22:06,84.67,69.83,0.01308
M3u,22:12,81.98,74.48,0.01369
M3u,22:18,84.13,61.68,0.01280
M3u,22:24,83.93,50.17,0.01112
M3u,22:30,84.74,52.34,0.01245
M3u,22:36,82.70,51.37,0.01070
M3u,22:42,85.00,53.00,0.01213
M3u,22:48,86.58,51.85,0.01067
M3u,22:54,87.18,53.52,0.01114
M3u,23:00,84.66,47.56,0.01169
M3u,23:06,82.60,43.60,0.00957
M3u,23:12,84.53,47.11,0.00958
M3u,23:18,85.41,45.43,0.01068
M3u,23:24,83.23,42.04,0.00870
M3u,23:30,88.13,43.24,0.00892
M3u,23:36,87.72,38.54,0.00860
M3u,23:42,86.16,33.50,0.00870
M3u,23:48,86.19,33.35,0.00834
M3u,23:54,85.02,29.18,0.00774
M3j,00:00,86.25,50.72,0.01297
M3j,00:06,90.24,45.71,0.01218
M3j,00:12,89.20,43.55,0.01197
M3j,00:18,87.29,40.86,0.01122
M3j,00:24,87.53,42.48,0.01147
M3j,00:30,85.82,37.17,0.01110
M3j,00:36,83.75,32.00,0.01170
M3j,00:42,84.37,30.68,0.00890
M3j,00:48,89.50,32.69,0.00914
M3j,00:54,87.87,28.17,0.00863
M3j,01:00,90.73,26.39,0.00820
M3j,01:06,90.18,22.76,0.00780
M3j,01:12,88.58,22.00,0.00669
M3j,01:18,91.38,21.37,0.00740
M3j,01:24,90.42,21.48,0.00697
M3j,01:30,91.05,21.11,0.00779
M3j,01:36,91.65,21.41,0.00728
M3j,01:42,90.24,20.59,0.00661
M3j,01:48,90.10,21.14,0.00718
M3j,01:54,91.35,17.44,0.00654
M3j,02:00,91.00,17.52,0.00668
M3j,02:06,93.15,16.74,0.00632
M3j,02:12,92.91,15.41,0.00564
M3j,02:18,91.49,16.37,0.00549
M3j,02:24,92.25,17.41,0.00645
M3j,02:30,90.22,16.04,0.00736
M3j,02:36,89.60,16.35,0.00665
M3j,02:42,85.72,16.57,0.00708
M3j,02:48,89.75,16.71,0.00659
M3j,02:54,90.81,18.89,0.00726
M3j,03:00,92.00,19.59,0.00700
M3j,03:06,89.16,20.15,0.00745
M3j,03:12,89.63,17.27,0.00657
M3j,03:18,89.17,16.04,0.00687
M3j,03:24,91.62,16.56,0.00686
M3j,03:30,91.36,18.77,0.00775
M3j,03:36,90.88,18.19,0.00799
M3j,03:42,88.57,19.77,0.00740
M3j,03:48,93.57,20.85,0.00805
M3j,03:54,89.41,23.19,0.00866
M3j,04:00,89.10,23.27,0.00828
M3j,04:06,89.17,22.62,0.00889
M3j,04:12,89.30,23.96,0.00869
M3j,04:18,90.30,27.62,0.00934
M3j,04:24,89.81,30.22,0.00960
M3j,04:30,88.02,30.46,0.00940
M3j,04:36,92.54,42.89,0.01171
M3j,04:42,93.66,48.33,0.01190
M3j,04:48,93.74,57.39,0.01351
M3j,04:54,93.69,51.50,0.01268
M3j,05:00,91.90,53.24,0.01345
M3j,05:06,91.04,63.07,0.01576
M3j,05:12,91.15,70.10,0.01670
M3j,05:18,91.22,83.17,0.01868
M3j,05:24,92.26,96.67,0.01954
M3j,05:30,91.87,103.73,0.02044
M3j,05:36,91.83,132.47,0.02519
M3j,05:42,93.29,151.67,0.02716
M3j,05:48,92.70,148.57,0.02614
M3j,05:54,93.79,150.63,0.02614
M3j,06:00,92.64,159.10,0.02714
M3j,06:06,92.27,186.83,0.03243
M3j,06:12,91.13,224.67,0.03963
M3j,06:18,90.00,274.23,0.04767
M3j,06:24,89.80,321.60,0.05521
M3j,06:30,87.49,358.37,0.06282
M3j,06:36,84.61,448.67,0.08055
M3j,06:42,81.68,517.10,0.09570
M3j,06:48,77.89,563.80,0.10998
M3j,06:54,67.67,564.00,0.12552
M3j,07:00,64.40,579.14,0.14378
M3j,07:06,62.53,527.13,0.13788
M3j,07:12,58.09,535.94,0.15233
M3j,07:18,58.47,537.13,0.15096
M3j,07:24,60.56,519.69,0.14159
M3j,07:30,58.34,512.87,0.14833
M3j,07:36,57.49,489.12,0.14894
M3j,07:42,59.04,519.38,0.14106
M3j,07:48,60.65,500.12,0.13541
M3j,07:54,60.32,513.39,0.14242
M3j,08:00,59.43,483.68,0.13340
M3j,08:06,62.03,510.03,0.13176
M3j,08:12,58.67,487.45,0.14094
M3j,08:18,58.00,479.00,0.14153
M3j,08:24,60.18,458.83,0.13354
M3j,08:30,59.32,470.47,0.13616
M3j,08:36,58.26,458.97,0.14374
M3j,08:42,56.96,483.76,0.15082
M3j,08:48,57.05,454.00,0.14938
M3j,08:54,58.09,452.17,0.14419
M3j,09:00,63.12,461.56,0.13852
M3j,09:06,63.37,458.86,0.13731
M3j,09:12,66.30,447.51,0.12949
M3j,09:18,67.70,466.28,0.12763
M3j,09:24,72.35,443.16,0.10931
M3j,09:30,72.93,421.89,0.10422
M3j,09:36,75.16,444.75,0.10414
M3j,09:42,75.72,438.81,0.10327
M3j,09:48,76.93,432.47,0.10045
M3j,09:54,77.48,420.46,0.09889
M3j,10:00,79.10,408.51,0.09494
M3j,10:06,80.32,407.82,0.08861
M3j,10:12,80.90,407.74,0.08527
M3j,10:18,81.27,422.00,0.08713
M3j,10:24,81.31,423.15,0.08741
M3j,10:30,80.82,429.91,0.08956
M3j,10:36,81.01,434.00,0.09329
M3j,10:42,80.92,420.46,0.08869
M3j,10:48,82.13,425.77,0.08512
M3j,10:54,84.23,432.66,0.08109
M3j,11:00,84.03,429.71,0.08107
M3j,11:06,83.98,424.71,0.08161
M3j,11:12,84.35,431.17,0.08067
M3j,11:18,84.19,436.20,0.08157
M3j,11:24,83.59,449.26,0.08518
M3j,11:30,83.19,444.97,0.08667
M3j,11:36,83.27,447.50,0.08550
M3j,11:42,83.07,448.31,0.08720
M3j,11:48,83.56,452.03,0.08637
M3j,11:54,84.48,446.89,0.08530
M3j,12:00,84.75,452.27,0.08421
M3j,12:06,84.76,469.81,0.08607
M3j,12:12,85.86,468.95,0.08312
M3j,12:18,85.93,459.54,0.08190
M3j,12:24,86.74,430.11,0.07582
M3j,12:30,86.92,409.89,0.07244
M3j,12:36,87.43,399.14,0.07048
M3j,12:42,87.66,388.86,0.06760
M3j,12:48,88.04,379.32,0.06570
M3j,12:54,87.73,365.32,0.06504
M3j,13:00,87.58,380.71,0.06707
M3j,13:06,86.78,394.11,0.06911
M3j,13:12,86.56,420.03,0.07343
M3j,13:18,85.83,433.82,0.07745
M3j,13:24,85.69,441.95,0.07832
M3j,13:30,84.93,458.74,0.08191
M3j,13:36,84.50,461.63,0.08412
M3j,13:42,84.67,478.97,0.08611
M3j,13:48,85.28,483.42,0.08635
M3j,13:54,85.42,451.29,0.08064
M3j,14:00,85.51,439.39,0.07914
M3j,14:06,85.37,445.66,0.07989
M3j,14:12,84.97,468.66,0.08309
M3j,14:18,84.25,467.26,0.08496
M3j,14:24,84.22,457.29,0.08288
M3j,14:30,83.94,452.45,0.08274
M3j,14:36,83.99,447.82,0.08226
M3j,14:42,84.55,448.45,0.08160
M3j,14:48,84.14,445.39,0.08080
M3j,14:54,84.38,441.42,0.08073
M3j,15:00,84.16,443.00,0.08159
M3j,15:06,83.54,446.55,0.08249
M3j,15:12,82.61,470.92,0.08723
M3j,15:18,82.77,475.68,0.08838
M3j,15:24,82.50,466.13,0.08809
M3j,15:30,80.02,481.24,0.09433
M3j,15:36,78.95,487.92,0.09712
M3j,15:42,79.80,489.42,0.09583
M3j,15:48,78.70,508.16,0.10022
M3j,15:54,79.12,489.59,0.09544
M3j,16:00,78.19,478.76,0.09557
M3j,16:06,78.45,520.03,0.10118
M3j,16:12,76.73,529.95,0.10713
M3j,16:18,75.58,545.00,0.10916
M3j,16:24,76.23,536.16,0.10658
M3j,16:30,76.27,522.89,0.10563
M3j,16:36,76.57,519.87,0.10290
M3j,16:42,75.01,516.53,0.10243
M3j,16:48,73.44,521.24,0.10690
M3j,16:54,73.23,509.38,0.10455
M3j,17:00,73.65,520.33,0.10670
M3j,17:06,73.22,520.06,0.10750
M3j,17:12,70.82,538.67,0.11316
M3j,17:18,68.24,512.59,0.11385
M3j,17:24,68.18,523.11,0.11249
M3j,17:30,65.73,513.36,0.11656
M3j,17:36,66.71,517.58,0.11799
M3j,17:42,67.89,499.14,0.11261
M3j,17:48,66.65,494.00,0.11640
M3j,17:54,65.52,489.89,0.12172
M3j,18:00,66.57,489.20,0.11498
M3j,18:06,68.12,486.51,0.11231
M3j,18:12,67.28,501.37,0.11261
M3j,18:18,66.45,512.88,0.11588
M3j,18:24,67.28,506.26,0.11223
M3j,18:30,68.94,500.15,0.10604
M3j,18:36,69.82,499.74,0.10596
M3j,18:42,71.06,500.88,0.10456
M3j,18:48,70.57,475.09,0.10277
M3j,18:54,71.23,449.71,0.09118
M3j,19:00,75.07,448.88,0.09024
M3j,19:06,77.55,445.09,0.08608
M3j,19:12,77.86,449.69,0.08490
M3j,19:18,79.09,433.69,0.08166
M3j,19:24,80.59,422.53,0.07717
M3j,19:30,81.26,405.16,0.07337
M3j,19:36,82.12,400.12,0.07113
M3j,19:42,82.61,390.12,0.06851
M3j,19:48,82.51,374.44,0.06599
M3j,19:54,84.75,349.00,0.05992
M3j,20:00,86.38,330.34,0.05437
M3j,20:06,87.13,333.06,0.05398
M3j,20:12,87.93,314.91,0.05048
M3j,20:18,88.91,266.36,0.04238
M3j,20:24,89.73,247.66,0.03895
M3j,20:30,90.07,220.16,0.03491
M3j,20:36,90.85,202.21,0.03171
M3j,20:42,90.90,190.30,0.02971
M3j,20:48,90.28,174.61,0.02834
M3j,20:54,88.13,166.00,0.02888
M3j,21:00,88.26,152.41,0.02868
M3j,21:06,85.04,146.79,0.02786
M3j,21:12,87.72,149.22,0.02866
M3j,21:18,85.01,137.45,0.02684
M3j,21:24,87.23,139.16,0.02734
M3j,21:30,87.97,136.41,0.02634
M3j,21:36,85.77,120.55,0.02415
M3j,21:42,82.41,117.76,0.02646
M3j,21:48,80.65,112.86,0.02662
M3j,21:54,80.55,110.06,0.02591
M3j,22:00,80.24,109.33,0.02640
M3j,22:06,78.96,107.39,0.02775
M3j,22:12,76.24,116.77,0.02905
M3j,22:18,78.48,102.52,0.02788
M3j,22:24,78.72,94.86,0.02540
M3j,22:30,81.00,86.41,0.02281
M3j,22:36,79.62,92.79,0.02451
M3j,22:42,83.45,92.00,0.02556
M3j,22:48,81.33,97.27,0.02731
M3j,22:54,79.88,91.35,0.02593
M3j,23:00,83.95,90.85,0.02573
M3j,23:06,76.63,87.17,0.02418
M3j,23:12,80.51,82.50,0.02206
M3j,23:18,84.95,93.48,0.02449
M3j,23:24,84.16,85.00,0.02258
M3j,23:30,83.74,80.65,0.02185
M3j,23:36,83.09,71.48,0.02085
M3j,23:42,81.52,65.88,0.01869
M3j,23:48,78.96,59.33,0.01703
M3j,23:54,84.57,63.36,0.01824
M3i,00:00,81.49,50.00,0.01859
M3i,00:06,84.08,46.96,0.01731
M3i,00:12,83.61,41.75,0.01685
M3i,00:18,81.87,39.85,0.01437
M3i,00:24,82.20,41.52,0.01430
M3i,00:30,83.60,38.50,0.01402
M3i,00:36,77.43,32.33,0.01241
M3i,00:42,79.86,30.28,0.01110
M3i,00:48,78.47,30.57,0.01088
M3i,00:54,78.27,28.82,0.01193
M3i,01:00,82.50,25.69,0.01289
M3i,01:06,82.32,21.11,0.00920
M3i,01:12,83.87,21.85,0.00841
M3i,01:18,86.53,21.67,0.00879
M3i,01:24,85.98,22.46,0.00856
M3i,01:30,84.96,21.88,0.00827
M3i,01:36,83.58,19.65,0.00799
M3i,01:42,86.02,20.38,0.00769
M3i,01:48,86.04,20.80,0.00864
M3i,01:54,81.98,17.92,0.01107
M3i,02:00,86.74,17.12,0.00845
M3i,02:06,88.42,17.21,0.00740
M3i,02:12,86.77,14.80,0.00759
M3i,02:18,85.30,16.08,0.00684
M3i,02:24,84.82,16.46,0.00838
M3i,02:30,80.31,14.73,0.00772
M3i,02:36,84.17,15.64,0.00759
M3i,02:42,78.39,15.62,0.00916
M3i,02:48,84.65,16.72,0.00754
M3i,02:54,86.53,18.62,0.00931
M3i,03:00,87.17,19.48,0.00900
M3i,03:06,85.19,20.32,0.00829
M3i,03:12,85.03,17.62,0.00747
M3i,03:18,85.30,16.60,0.00794
M3i,03:24,87.70,16.88,0.00810
M3i,03:30,87.62,18.58,0.00894
M3i,03:36,86.79,19.33,0.00904
M3i,03:42,83.47,18.27,0.00834
M3i,03:48,85.73,20.58,0.00866
M3i,03:54,82.79,22.28,0.00958
M3i,04:00,85.36,23.79,0.01008
M3i,04:06,83.16,22.00,0.01051
M3i,04:12,85.33,25.54,0.00995
M3i,04:18,86.59,27.12,0.01108
M3i,04:24,83.00,28.42,0.01088
M3i,04:30,84.31,31.27,0.01078
M3i,04:36,84.70,41.12,0.01315
M3i,04:42,89.35,47.46,0.01541
M3i,04:48,89.42,55.63,0.01596
M3i,04:54,90.02,51.30,0.01460
M3i,05:00,87.76,53.68,0.01635
M3i,05:06,84.09,59.90,0.01786
M3i,05:12,87.32,69.00,0.02006
M3i,05:18,86.92,81.34,0.02422
M3i,05:24,87.55,93.66,0.02475
M3i,05:30,87.30,100.66,0.02649
M3i,05:36,87.03,127.28,0.03210
M3i,05:42,88.19,144.97,0.03528
M3i,05:48,88.08,146.45,0.03401
M3i,05:54,88.32,146.24,0.03292
M3i,06:00,87.56,150.24,0.03431
M3i,06:06,86.64,171.83,0.03922
M3i,06:12,84.57,205.34,0.04741
M3i,06:18,82.85,247.45,0.05648
M3i,06:24,82.40,283.52,0.06300
M3i,06:30,79.88,319.17,0.07205
M3i,06:36,76.63,382.93,0.08763
M3i,06:42,73.26,442.14,0.10226
M3i,06:48,68.16,476.21,0.12039
M3i,06:54,62.11,475.55,0.13373
M3i,07:00,55.99,474.21,0.14662
M3i,07:06,52.70,440.19,0.15186
M3i,07:12,51.25,433.26,0.15032
M3i,07:18,50.93,439.47,0.15485
M3i,07:24,50.84,430.16,0.15235
M3i,07:30,50.43,443.00,0.14977
M3i,07:36,50.48,408.66,0.15136
M3i,07:42,53.03,436.09,0.14004
M3i,07:48,54.05,438.52,0.14074
M3i,07:54,53.09,436.10,0.14748
M3i,08:00,52.22,419.55,0.14359
M3i,08:06,53.81,415.32,0.14246
M3i,08:12,53.42,407.84,0.13980
M3i,08:18,51.66,392.41,0.14148
M3i,08:24,53.35,384.38,0.13349
M3i,08:30,51.29,370.09,0.13825
M3i,08:36,51.40,367.42,0.14269
M3i,08:42,48.42,371.29,0.14609
M3i,08:48,48.49,348.43,0.14869
M3i,08:54,51.45,351.73,0.13359
M3i,09:00,54.86,359.89,0.13152
M3i,09:06,56.26,351.22,0.12653
M3i,09:12,58.33,355.55,0.13172
M3i,09:18,61.32,373.16,0.12036
M3i,09:24,65.78,369.76,0.10796
M3i,09:30,65.03,342.82,0.10518
M3i,09:36,67.52,360.46,0.10506
M3i,09:42,69.78,361.43,0.10603
M3i,09:48,71.19,357.70,0.10218
M3i,09:54,71.84,350.81,0.10028
M3i,10:00,73.21,346.84,0.09470
M3i,10:06,74.66,334.95,0.09179
M3i,10:12,74.27,343.78,0.09220
M3i,10:18,74.20,344.83,0.09300
M3i,10:24,73.23,359.83,0.09837
M3i,10:30,73.51,361.17,0.10083
M3i,10:36,72.58,364.94,0.10196
M3i,10:42,71.77,354.89,0.09914
M3i,10:48,72.38,360.31,0.09866
M3i,10:54,72.87,362.43,0.09476
M3i,11:00,74.33,368.11,0.09153
M3i,11:06,75.21,363.86,0.09024
M3i,11:12,75.39,372.27,0.09090
M3i,11:18,75.74,377.59,0.09338
M3i,11:24,76.72,393.61,0.09479
M3i,11:30,76.37,388.24,0.09598
M3i,11:36,76.49,389.62,0.09507
M3i,11:42,75.75,387.73,0.09698
M3i,11:48,75.96,397.84,0.09644
M3i,11:54,77.30,389.82,0.09410
M3i,12:00,76.89,390.21,0.09292
M3i,12:06,77.33,407.13,0.09361
M3i,12:12,77.47,410.58,0.09292
M3i,12:18,77.64,402.42,0.09111
M3i,12:24,78.43,380.89,0.08626
M3i,12:30,79.31,358.76,0.08109
M3i,12:36,79.60,355.79,0.08084
M3i,12:42,80.08,348.76,0.07726
M3i,12:48,81.45,338.63,0.07491
M3i,12:54,81.26,327.08,0.07301
M3i,13:00,80.97,338.54,0.07579
M3i,13:06,79.81,348.10,0.07781
M3i,13:12,79.19,370.44,0.08331
M3i,13:18,78.52,382.74,0.08620
M3i,13:24,77.77,382.87,0.08890
M3i,13:30,76.93,396.59,0.09070
M3i,13:36,76.08,404.10,0.09432
M3i,13:42,75.61,419.36,0.09646
M3i,13:48,75.85,417.38,0.09753
M3i,13:54,75.96,390.54,0.09246
M3i,14:00,76.76,382.31,0.08832
M3i,14:06,76.85,389.00,0.09121
M3i,14:12,76.12,404.85,0.09324
M3i,14:18,75.07,406.08,0.09514
M3i,14:24,76.09,401.23,0.09230
M3i,14:30,74.97,389.97,0.09132
M3i,14:36,73.96,389.90,0.09568
M3i,14:42,73.56,385.54,0.09340
M3i,14:48,73.10,386.38,0.09418
M3i,14:54,74.73,384.59,0.09106
M3i,15:00,74.65,383.56,0.09095
M3i,15:06,73.76,388.26,0.09288
M3i,15:12,72.51,403.69,0.09580
M3i,15:18,71.85,410.53,0.09755
M3i,15:24,72.43,402.41,0.09614
M3i,15:30,70.60,411.00,0.10467
M3i,15:36,69.56,417.16,0.10423
M3i,15:42,70.43,416.92,0.10118
M3i,15:48,69.85,432.64,0.10672
M3i,15:54,69.53,420.42,0.10286
M3i,16:00,70.17,414.92,0.10303
M3i,16:06,70.05,436.54,0.10720
M3i,16:12,67.70,446.59,0.11279
M3i,16:18,65.00,460.81,0.11987
M3i,16:24,66.31,441.44,0.11265
M3i,16:30,67.20,437.67,0.10930
M3i,16:36,67.53,433.31,0.10855
M3i,16:42,65.04,430.41,0.11031
M3i,16:48,64.23,433.26,0.11357
M3i,16:54,63.66,428.34,0.11044
M3i,17:00,63.77,430.81,0.11120
M3i,17:06,63.03,429.73,0.11223
M3i,17:12,61.12,440.97,0.11591
M3i,17:18,59.69,436.16,0.11885
M3i,17:24,59.98,431.76,0.11487
M3i,17:30,57.91,407.92,0.11775
M3i,17:36,57.71,422.62,0.11990
M3i,17:42,58.47,405.92,0.11742
M3i,17:48,58.39,408.36,0.12214
M3i,17:54,57.05,401.42,0.12332
M3i,18:00,58.93,404.19,0.11765
M3i,18:06,57.41,386.42,0.11727
M3i,18:12,56.31,400.83,0.11734
M3i,18:18,54.84,415.83,0.12632
M3i,18:24,55.04,412.94,0.12396
