poste,heure,vitesse,debit,occupation
M4M,18:48,96.97,144.64,0.03413
M4M,18:54,96.54,147.36,0.03480
M4M,19:00,95.89,140.81,0.03336
M4M,19:06,96.22,133.89,0.03201
M4M,19:12,97.03,141.28,0.03339
M4M,19:18,97.08,136.72,0.03192
M4M,19:24,97.81,128.58,0.02981
M4M,19:30,97.27,122.00,0.02871
M4M,19:36,97.03,114.97,0.02709
M4M,19:42,97.84,115.19,0.02681
M4M,19:48,97.36,105.33,0.02474
M4M,19:54,97.66,93.33,0.02201
M4M,20:00,97.47,92.36,0.02197
M4M,20:06,97.18,80.75,0.01924
M4M,20:12,98.17,80.25,0.01900
M4M,20:18,99.23,73.89,0.01732
M4M,20:24,98.26,69.56,0.01687
M4M,20:30,97.68,60.47,0.01520
M4M,20:36,97.02,55.06,0.01456
M4M,20:42,97.28,49.17,0.01294
M4M,20:48,98.05,42.94,0.01203
M4M,20:54,97.69,39.32,0.01164
M4M,21:00,97.80,37.35,0.01134
M4M,21:06,94.22,34.68,0.01100
M4M,21:12,97.01,34.50,0.01049
M4M,21:18,97.36,35.25,0.01131
M4M,21:24,97.36,31.72,0.00986
M4M,21:30,96.57,30.51,0.01089
M4M,21:36,96.86,29.67,0.01021
M4M,21:42,95.99,28.22,0.01126
M4M,21:48,97.06,29.51,0.01051
M4M,21:54,94.79,30.16,0.00997
M4M,22:00,96.15,30.89,0.01129
M4M,22:06,96.20,30.29,0.01056
M4M,22:12,96.93,29.60,0.00994
M4M,22:18,97.01,28.40,0.00946
M4M,22:24,96.56,26.58,0.00932
M4M,22:30,96.46,25.49,0.00971
M4M,22:36,96.25,25.03,0.00924
M4M,22:42,96.80,24.26,0.00929
M4M,22:48,99.15,25.94,0.00944
M4M,22:54,95.98,25.65,0.00961
M4M,23:00,97.64,24.79,0.00874
M4M,23:06,96.67,23.50,0.00904
M4M,23:12,96.82,24.50,0.00933
M4M,23:18,96.92,24.82,0.00942
M4M,23:24,95.29,22.26,0.00818
M4M,23:30,94.09,22.97,0.00837
M4M,23:36,97.89,22.81,0.00866
M4M,23:42,96.40,22.03,0.00875
M4M,23:48,98.12,21.68,0.00824
M4M,23:54,98.53,18.94,0.00752
M4K,00:00,91.02,22.13,0.00743
M4K,00:06,91.63,20.28,0.00689
M4K,00:12,91.81,17.21,0.00598
M4K,00:18,90.92,14.70,0.00608
M4K,00:24,91.26,14.73,0.00577
M4K,00:30,89.32,15.13,0.00585
M4K,00:36,92.59,12.52,0.00540
M4K,00:42,90.62,10.56,0.00466
M4K,00:48,92.10,10.65,0.00490
M4K,00:54,89.25,9.42,0.00471
M4K,01:00,92.24,8.63,0.00436
M4K,01:06,96.40,7.59,0.00406
M4K,01:12,90.59,6.86,0.00431
M4K,01:18,92.85,6.82,0.00390
M4K,01:24,88.81,6.07,0.00441
M4K,01:30,91.33,5.54,0.00381
M4K,01:36,92.12,6.30,0.00425
M4K,01:42,89.08,5.48,0.00510
M4K,01:48,92.49,5.73,0.00407
M4K,01:54,91.93,6.50,0.00537
M4K,02:00,91.00,6.04,0.00431
M4K,02:06,91.61,6.00,0.00493
M4K,02:12,85.87,4.27,0.00581
M4K,02:18,93.94,5.46,0.00470
M4K,02:24,88.39,3.70,0.00510
M4K,02:30,94.05,3.63,0.00527
M4K,02:36,93.10,3.50,0.00406
M4K,02:42,93.96,3.15,0.00412
M4K,02:48,92.71,3.38,0.00436
M4K,02:54,93.10,3.08,0.00453
M4K,03:00,89.59,2.44,0.00333
M4K,03:06,86.14,3.35,0.00634
M4K,03:12,96.04,3.36,0.00413
M4K,03:18,93.52,3.81,0.00473
M4K,03:24,86.78,2.81,0.00340
M4K,03:30,88.98,3.56,0.00447
M4K,03:36,90.48,3.08,0.00381
M4K,03:42,91.36,4.68,0.00499
M4K,03:48,95.64,4.56,0.00437
M4K,03:54,90.04,3.84,0.00405
M4K,04:00,92.60,4.46,0.00402
M4K,04:06,96.94,4.85,0.00593
M4K,04:12,92.33,4.65,0.00487
M4K,04:18,86.26,5.58,0.00610
M4K,04:24,92.44,6.23,0.00477
M4K,04:30,93.40,7.58,0.00412
M4K,04:36,91.09,7.54,0.00474
M4K,04:42,88.92,8.44,0.00439
M4K,04:48,90.49,9.19,0.00515
M4K,04:54,94.77,11.74,0.00626
M4K,05:00,91.20,10.57,0.00571
M4K,05:06,91.23,12.71,0.00584
M4K,05:12,90.98,13.89,0.00587
M4K,05:18,89.81,14.11,0.00624
M4K,05:24,89.98,14.93,0.00639
M4K,05:30,91.50,17.29,0.00708
M4K,05:36,90.80,21.18,0.00767
M4K,05:42,90.41,25.36,0.00856
M4K,05:48,91.26,28.25,0.00893
M4K,05:54,91.13,27.14,0.00868
M4K,06:00,88.69,28.29,0.01036
M4K,06:06,89.16,32.54,0.01167
M4K,06:12,90.03,37.46,0.01195
M4K,06:18,89.45,46.04,0.01464
M4K,06:24,89.22,53.25,0.01681
M4K,06:30,89.05,55.57,0.01708
M4K,06:36,87.66,63.43,0.01982
M4K,06:42,88.12,72.04,0.02236
M4K,06:48,88.22,76.89,0.02299
M4K,06:54,87.97,82.21,0.02552
M4K,07:00,88.38,90.29,0.02826
M4K,07:06,87.78,94.40,0.03078
M4K,07:12,87.36,103.57,0.03305
M4K,07:18,86.69,111.59,0.03532
M4K,07:24,86.38,106.43,0.03412
M4K,07:30,85.62,111.93,0.03673
M4K,07:36,85.30,111.00,0.03999
M4K,07:42,84.67,118.72,0.03958
M4K,07:48,85.21,125.81,0.03996
M4K,07:54,85.04,129.06,0.04227
M4K,08:00,86.01,123.29,0.03909
M4K,08:06,86.31,121.52,0.03884
M4K,08:12,85.31,129.32,0.04044
M4K,08:18,83.88,135.94,0.04487
M4K,08:24,84.49,131.56,0.04440
M4K,08:30,83.77,131.29,0.04293
M4K,08:36,83.92,126.28,0.04314
M4K,08:42,82.59,138.46,0.04724
M4K,08:48,82.77,130.24,0.04825
M4K,08:54,83.41,125.70,0.04567
M4K,09:00,84.19,115.14,0.04030
M4K,09:06,84.57,109.94,0.04079
M4K,09:12,81.43,107.18,0.03893
M4K,09:18,83.56,108.62,0.03811
M4K,09:24,83.99,102.76,0.03788
M4K,09:30,81.17,96.95,0.03696
M4K,09:36,83.27,101.08,0.03567
M4K,09:42,83.99,96.35,0.03519
M4K,09:48,83.59,96.35,0.03497
M4K,09:54,83.93,96.39,0.03363
M4K,10:00,84.53,91.78,0.03158
M4K,10:06,84.60,91.71,0.03147
M4K,10:12,84.09,91.69,0.03279
M4K,10:18,83.70,95.38,0.03417
M4K,10:24,83.57,95.44,0.03280
M4K,10:30,83.54,99.76,0.03559
M4K,10:36,83.34,99.56,0.03516
M4K,10:42,83.03,98.49,0.03598
M4K,10:48,84.03,94.43,0.03305
M4K,10:54,84.12,96.11,0.03471
M4K,11:00,83.90,97.39,0.03386
M4K,11:06,82.70,96.56,0.03210
M4K,11:12,85.16,100.03,0.03437
M4K,11:18,84.79,101.97,0.03508
M4K,11:24,84.11,103.50,0.03527
M4K,11:30,84.75,99.68,0.03490
M4K,11:36,84.46,104.92,0.03553
M4K,11:42,85.17,99.59,0.03407
M4K,11:48,85.93,105.89,0.03579
M4K,11:54,86.24,104.16,0.03573
M4K,12:00,86.43,103.92,0.03528
M4K,12:06,87.40,107.61,0.03565
M4K,12:12,87.33,114.03,0.03809
M4K,12:18,86.93,110.61,0.03674
M4K,12:24,86.61,111.47,0.03677
M4K,12:30,86.65,107.45,0.03592
M4K,12:36,86.50,103.47,0.03491
M4K,12:42,87.19,101.97,0.03422
M4K,12:48,86.40,95.66,0.03255
M4K,12:54,86.57,94.18,0.03275
M4K,13:00,86.59,91.59,0.03098
M4K,13:06,86.71,89.26,0.03007
M4K,13:12,86.31,91.00,0.03125
M4K,13:18,85.64,98.97,0.03385
M4K,13:24,85.19,102.00,0.03429
M4K,13:30,85.69,101.85,0.03422
M4K,13:36,85.43,104.49,0.03617
M4K,13:42,84.85,112.00,0.03816
M4K,13:48,85.10,115.51,0.03881
M4K,13:54,84.96,117.44,0.04049
M4K,14:00,84.89,112.87,0.03857
M4K,14:06,84.76,112.31,0.03848
M4K,14:12,84.89,118.85,0.04068
M4K,14:18,83.87,117.82,0.04088
M4K,14:24,83.86,118.31,0.04068
M4K,14:30,83.32,119.87,0.04163
M4K,14:36,84.06,115.97,0.03995
M4K,14:42,84.31,116.10,0.04040
M4K,14:48,84.36,115.44,0.03997
M4K,14:54,83.99,116.74,0.04108
M4K,15:00,84.40,114.44,0.03901
M4K,15:06,84.33,116.87,0.03976
M4K,15:12,84.62,121.03,0.04131
M4K,15:18,84.73,127.45,0.04282
M4K,15:24,84.34,126.59,0.04320
M4K,15:30,84.28,125.69,0.04291
M4K,15:36,84.85,136.76,0.04468
M4K,15:42,85.11,137.49,0.04600
M4K,15:48,84.80,142.59,0.04769
M4K,15:54,85.47,134.97,0.04583
M4K,16:00,85.72,138.31,0.04689
M4K,16:06,85.89,154.46,0.05047
M4K,16:12,86.02,155.72,0.05184
M4K,16:18,85.74,169.27,0.05471
M4K,16:24,84.92,166.82,0.05617
M4K,16:30,84.98,170.13,0.05464
M4K,16:36,85.28,163.56,0.05269
M4K,16:42,85.09,164.10,0.05255
M4K,16:48,85.02,167.71,0.05374
M4K,16:54,86.25,169.08,0.05272
M4K,17:00,85.23,169.76,0.05397
M4K,17:06,85.69,170.97,0.05406
M4K,17:12,85.01,178.08,0.05658
M4K,17:18,84.59,176.97,0.05611
M4K,17:24,85.07,173.19,0.05463
M4K,17:30,85.17,167.41,0.05442
M4K,17:36,84.39,171.30,0.05622
M4K,17:42,85.11,170.49,0.05263
M4K,17:48,84.80,168.76,0.05362
M4K,17:54,84.93,168.00,0.05252
M4K,18:00,84.02,161.46,0.05146
M4K,18:06,84.55,157.11,0.05129
M4K,18:12,84.43,167.38,0.05298
M4K,18:18,83.89,167.97,0.05347
M4K,18:24,83.67,161.58,0.05154
M4K,18:30,84.02,161.94,0.05093
M4K,18:36,83.19,155.00,0.04958
M4K,18:42,83.74,157.61,0.05057
M4K,18:48,83.62,148.11,0.04688
M4K,18:54,83.45,150.36,0.04816
M4K,19:00,83.54,141.89,0.04557
M4K,19:06,83.36,140.40,0.04519
M4K,19:12,83.40,150.89,0.04819
M4K,19:18,84.29,140.20,0.04422
M4K,19:24,83.88,135.49,0.04263
M4K,19:30,84.47,129.29,0.04109
M4K,19:36,82.59,122.83,0.03982
M4K,19:42,83.25,118.54,0.03853
M4K,19:48,83.78,118.80,0.03748
M4K,19:54,85.53,105.09,0.03335
M4K,20:00,85.45,101.74,0.03220
M4K,20:06,85.69,92.46,0.02912
M4K,20:12,86.41,88.66,0.02849
M4K,20:18,86.70,83.26,0.02611
M4K,20:24,86.16,79.46,0.02528
M4K,20:30,86.64,68.57,0.02213
M4K,20:36,86.27,66.83,0.02109
M4K,20:42,87.89,61.88,0.01956
M4K,20:48,87.82,51.97,0.01664
M4K,20:54,86.76,50.88,0.01706
M4K,21:00,87.66,44.86,0.01498
M4K,21:06,85.22,44.06,0.01468
M4K,21:12,86.97,44.44,0.01457
M4K,21:18,87.48,41.75,0.01418
M4K,21:24,87.65,40.91,0.01300
M4K,21:30,85.08,38.56,0.01366
M4K,21:36,85.23,37.46,0.01748
M4K,21:42,86.35,36.19,0.01304
M4K,21:48,88.84,37.22,0.01319
M4K,21:54,88.69,37.08,0.01246
M4K,22:00,87.10,37.11,0.01225
M4K,22:06,88.46,36.51,0.01202
M4K,22:12,88.23,35.46,0.01188
M4K,22:18,88.34,34.63,0.01140
M4K,22:24,88.14,32.11,0.01064
M4K,22:30,88.68,30.63,0.01058
M4K,22:36,88.20,31.23,0.01071
M4K,22:42,88.69,29.00,0.01008
M4K,22:48,89.40,32.09,0.01118
M4K,22:54,85.33,27.69,0.00989
M4K,23:00,89.41,29.94,0.01007
M4K,23:06,89.73,29.58,0.00978
M4K,23:12,86.93,28.82,0.01044
M4K,23:18,89.80,30.52,0.00984
M4K,23:24,89.34,27.09,0.00925
M4K,23:30,86.26,27.79,0.00891
M4K,23:36,88.44,26.42,0.01095
M4K,23:42,88.98,25.55,0.00881
M4K,23:48,90.59,24.67,0.00837
M4K,23:54,89.77,22.94,0.00769
M4L,00:00,100.96,13.97,0.00598
M4L,00:06,106.72,12.40,0.00512
M4L,00:12,98.13,9.47,0.00409
M4L,00:18,99.56,9.20,0.00398
M4L,00:24,100.65,7.03,0.00412
M4L,00:30,97.72,7.87,0.00375
M4L,00:36,100.78,7.03,0.00391
M4L,00:42,99.68,5.50,0.00306
M4L,00:48,108.96,5.18,0.00315
M4L,00:54,98.03,4.63,0.00343
M4L,01:00,99.28,4.65,0.00321
M4L,01:06,111.73,4.44,0.00395
M4L,01:12,105.45,3.25,0.00363
M4L,01:18,99.13,2.76,0.00295
M4L,01:24,94.18,2.88,0.00352
M4L,01:30,89.05,2.92,0.00307
M4L,01:36,93.42,3.63,0.00277
M4L,01:42,94.56,3.24,0.00323
M4L,01:48,96.76,3.20,0.00391
M4L,01:54,98.58,3.39,0.00485
M4L,02:00,96.26,2.60,0.00476
M4L,02:06,97.20,3.05,0.00296
M4L,02:12,89.36,2.27,0.00324
M4L,02:18,109.21,2.61,0.00345
M4L,02:24,92.77,2.04,0.00460
M4L,02:30,101.57,2.29,0.00530
M4L,02:36,104.30,2.47,0.00297
M4L,02:42,96.91,2.47,0.00350
M4L,02:48,89.02,2.36,0.00266
M4L,02:54,94.66,1.86,0.00329
M4L,03:00,78.09,1.29,0.00260
M4L,03:06,92.64,1.86,0.00361
M4L,03:12,101.35,2.12,0.00287
M4L,03:18,89.36,1.95,0.00306
M4L,03:24,81.95,1.50,0.00293
M4L,03:30,97.01,1.80,0.00478
M4L,03:36,108.16,2.12,0.00328
M4L,03:42,92.79,2.57,0.00459
M4L,03:48,85.05,2.44,0.00346
M4L,03:54,65.53,2.17,0.00287
M4L,04:00,96.08,2.35,0.00330
M4L,04:06,93.40,2.47,0.00365
M4L,04:12,94.78,2.09,0.00394
M4L,04:18,94.50,3.14,0.00575
M4L,04:24,86.14,2.38,0.00336
M4L,04:30,101.64,3.65,0.00368
M4L,04:36,86.59,3.78,0.00324
M4L,04:42,95.69,4.38,0.00415
M4L,04:48,95.40,4.31,0.00341
M4L,04:54,103.82,5.46,0.00409
M4L,05:00,98.02,4.69,0.00298
M4L,05:06,94.53,4.50,0.00391
M4L,05:12,96.81,5.59,0.00425
M4L,05:18,102.74,5.28,0.00379
M4L,05:24,103.90,6.14,0.00391
M4L,05:30,97.50,6.64,0.00557
M4L,05:36,105.48,9.13,0.00479
M4L,05:42,105.47,9.10,0.00415
M4L,05:48,99.84,10.47,0.00559
M4L,05:54,104.24,10.60,0.00457
M4L,06:00,105.45,10.43,0.00471
M4L,06:06,101.09,12.33,0.00572
M4L,06:12,102.20,15.63,0.00657
M4L,06:18,101.92,18.27,0.00691
M4L,06:24,102.58,18.70,0.00707
M4L,06:30,101.27,21.47,0.00799
M4L,06:36,102.85,22.83,0.00826
M4L,06:42,102.58,28.83,0.01021
M4L,06:48,100.93,34.47,0.01184
M4L,06:54,103.42,35.93,0.01215
M4L,07:00,101.09,38.80,0.01391
M4L,07:06,101.62,42.19,0.01532
M4L,07:12,101.08,50.38,0.01787
M4L,07:18,95.19,56.13,0.02060
M4L,07:24,97.07,53.22,0.01841
M4L,07:30,100.57,58.45,0.02082
M4L,07:36,99.92,59.32,0.02149
M4L,07:42,99.88,60.65,0.02096
M4L,07:48,97.90,65.38,0.02239
M4L,07:54,99.49,64.64,0.02246
M4L,08:00,99.95,63.61,0.02214
M4L,08:06,97.37,60.36,0.02175
M4L,08:12,99.83,61.67,0.02345
M4L,08:18,96.73,65.65,0.02648
M4L,08:24,98.24,62.36,0.02604
M4L,08:30,100.04,63.00,0.02253
M4L,08:36,98.88,61.71,0.02213
M4L,08:42,99.19,66.38,0.02352
M4L,08:48,97.78,56.56,0.02132
M4L,08:54,100.83,57.44,0.02074
M4L,09:00,100.81,50.46,0.01852
M4L,09:06,101.41,48.37,0.01841
M4L,09:12,98.29,48.18,0.01718
M4L,09:18,98.99,49.82,0.01667
M4L,09:24,102.22,44.64,0.01537
M4L,09:30,98.62,43.46,0.01512
M4L,09:36,101.18,41.38,0.01397
M4L,09:42,101.27,39.43,0.01356
M4L,09:48,97.97,36.70,0.01273
M4L,09:54,99.75,38.69,0.01337
M4L,10:00,98.50,34.27,0.01167
M4L,10:06,100.35,36.33,0.01250
M4L,10:12,100.10,36.31,0.01236
M4L,10:18,96.93,39.34,0.01325
M4L,10:24,97.53,39.09,0.01296
M4L,10:30,94.74,41.40,0.01392
M4L,10:36,97.74,43.49,0.01469
M4L,10:42,99.04,40.78,0.01479
M4L,10:48,99.51,43.50,0.01402
M4L,10:54,97.12,44.89,0.01473
M4L,11:00,98.01,46.70,0.01454
M4L,11:06,95.72,50.86,0.01570
M4L,11:12,97.37,49.11,0.01542
M4L,11:18,97.18,47.05,0.01564
M4L,11:24,90.87,47.92,0.01611
M4L,11:30,99.21,44.39,0.01454
M4L,11:36,100.12,51.18,0.01602
M4L,11:42,101.56,47.95,0.01495
M4L,11:48,99.12,53.87,0.01690
M4L,11:54,101.91,54.05,0.01686
M4L,12:00,102.54,53.21,0.01615
M4L,12:06,96.67,56.64,0.01751
M4L,12:12,103.13,61.15,0.01812
M4L,12:18,101.08,57.10,0.01709
M4L,12:24,99.28,54.95,0.01672
M4L,12:30,101.31,51.90,0.01605
M4L,12:36,101.48,49.90,0.01532
M4L,12:42,103.32,48.62,0.01475
M4L,12:48,101.48,48.49,0.01491
M4L,12:54,102.23,44.92,0.01350
M4L,13:00,97.76,42.41,0.01352
M4L,13:06,90.41,42.00,0.01396
M4L,13:12,100.70,39.33,0.01321
M4L,13:18,94.60,42.87,0.01416
M4L,13:24,101.43,42.79,0.01354
M4L,13:30,100.34,45.53,0.01441
M4L,13:36,103.54,45.37,0.01432
M4L,13:42,99.89,52.16,0.01578
M4L,13:48,100.20,51.55,0.01653
M4L,13:54,97.37,54.82,0.01751
M4L,14:00,101.12,53.50,0.01718
M4L,14:06,99.82,49.50,0.01590
M4L,14:12,100.27,50.47,0.01671
M4L,14:18,94.89,48.53,0.01675
M4L,14:24,100.39,50.00,0.01660
M4L,14:30,99.42,50.24,0.01704
M4L,14:36,100.16,49.37,0.01652
M4L,14:42,100.06,47.50,0.01525
M4L,14:48,91.03,54.34,0.01884
M4L,14:54,97.07,55.32,0.01750
M4L,15:00,98.76,54.55,0.01756
M4L,15:06,97.83,58.11,0.01857
M4L,15:12,93.85,65.63,0.02064
M4L,15:18,95.60,66.97,0.02027
M4L,15:24,93.44,65.66,0.02158
M4L,15:30,93.47,68.58,0.02185
M4L,15:36,94.61,69.54,0.02219
M4L,15:42,96.02,73.58,0.02395
M4L,15:48,98.43,73.45,0.02268
M4L,15:54,98.76,75.68,0.02368
M4L,16:00,100.04,78.97,0.02607
M4L,16:06,97.55,90.55,0.02806
M4L,16:12,98.88,98.97,0.03042
M4L,16:18,97.56,103.28,0.03114
M4L,16:24,97.67,96.39,0.03080
M4L,16:30,96.66,104.26,0.03274
M4L,16:36,100.35,95.66,0.02945
M4L,16:42,98.12,107.03,0.03249
M4L,16:48,98.00,108.35,0.03181
M4L,16:54,98.81,110.41,0.03270
M4L,17:00,96.43,110.95,0.03273
M4L,17:06,96.40,111.89,0.03372
M4L,17:12,96.83,122.30,0.03643
M4L,17:18,93.02,124.47,0.03745
M4L,17:24,95.86,119.28,0.03510
M4L,17:30,97.98,119.44,0.03492
M4L,17:36,98.93,123.53,0.03500
M4L,17:42,97.79,120.92,0.03486
M4L,17:48,96.60,115.56,0.03457
M4L,17:54,98.21,116.78,0.03422
M4L,18:00,97.27,109.92,0.03222
M4L,18:06,95.26,106.53,0.03144
M4L,18:12,98.87,110.47,0.03292
M4L,18:18,98.32,114.43,0.03382
M4L,18:24,98.79,108.69,0.03243
M4L,18:30,99.03,104.14,0.03179
M4L,18:36,98.17,103.23,0.03089
M4L,18:42,95.89,102.20,0.03220
M4L,18:48,99.12,93.11,0.02813
M4L,18:54,99.00,93.77,0.02872
M4L,19:00,99.12,88.71,0.02752
M4L,19:06,100.53,86.76,0.02648
M4L,19:12,98.92,93.15,0.02893
M4L,19:18,98.50,84.00,0.02606
M4L,19:24,99.11,82.12,0.02475
M4L,19:30,99.70,77.35,0.02313
M4L,19:36,98.46,70.44,0.02209
M4L,19:42,98.56,73.29,0.02250
M4L,19:48,101.25,66.97,0.02020
M4L,19:54,99.86,58.91,0.01791
M4L,20:00,101.23,55.26,0.01636
M4L,20:06,96.69,48.29,0.01430
M4L,20:12,101.45,48.06,0.01386
M4L,20:18,104.06,43.85,0.01250
M4L,20:24,100.62,41.62,0.01240
M4L,20:30,99.82,33.62,0.00976
M4L,20:36,97.43,31.79,0.00982
M4L,20:42,100.76,27.76,0.00844
M4L,20:48,100.76,22.82,0.00742
M4L,20:54,102.46,22.62,0.00675
M4L,21:00,102.20,21.20,0.00696
M4L,21:06,97.57,20.29,0.00673
M4L,21:12,99.15,19.82,0.00681
M4L,21:18,104.24,19.36,0.00595
M4L,21:24,102.38,18.74,0.00596
M4L,21:30,93.08,18.49,0.00618
M4L,21:36,102.29,17.63,0.00627
M4L,21:42,95.10,16.67,0.00638
M4L,21:48,101.23,18.28,0.00571
M4L,21:54,97.91,20.06,0.00696
M4L,22:00,98.41,19.56,0.00641
M4L,22:06,99.62,19.26,0.00605
M4L,22:12,100.86,19.33,0.00604
M4L,22:18,102.25,15.91,0.00509
M4L,22:24,100.17,16.42,0.00572
M4L,22:30,97.06,14.58,0.00523
M4L,22:36,99.23,13.97,0.00564
M4L,22:42,99.20,13.50,0.00480
M4L,22:48,103.34,12.85,0.00435
M4L,22:54,99.03,11.71,0.00452
M4L,23:00,94.43,13.26,0.00489
M4L,23:06,98.67,11.09,0.00496
M4L,23:12,101.79,11.67,0.00488
M4L,23:18,99.83,12.79,0.00547
M4L,23:24,99.41,11.44,0.00472
M4L,23:30,95.61,11.45,0.00435
M4L,23:36,103.02,12.12,0.00422
M4L,23:42,103.81,11.40,0.00460
M4L,23:48,100.43,10.90,0.00474
M4L,23:54,100.89,10.10,0.00375
M3o,00:00,87.49,41.14,0.00798
M3o,00:06,85.62,32.20,0.00703
M3o,00:12,88.62,35.79,0.00692
M3o,00:18,88.32,33.83,0.00698
M3o,00:24,87.95,34.31,0.00691
M3o,00:30,86.88,30.63,0.00663
M3o,00:36,88.53,27.77,0.00602
M3o,00:42,84.06,26.55,0.00644
M3o,00:48,86.43,26.13,0.00582
M3o,00:54,84.56,22.73,0.00563
M3o,01:00,90.06,20.28,0.00467
M3o,01:06,88.19,17.13,0.00484
M3o,01:12,89.40,18.48,0.00477
M3o,01:18,87.99,16.00,0.00483
M3o,01:24,89.92,17.32,0.00465
M3o,01:30,90.45,15.83,0.00461
M3o,01:36,85.41,15.41,0.00453
M3o,01:42,86.15,17.14,0.00570
M3o,01:48,87.54,15.79,0.00463
M3o,01:54,88.79,14.43,0.00490
M3o,02:00,89.88,13.71,0.00485
M3o,02:06,89.90,12.57,0.00438
M3o,02:12,90.53,11.71,0.00418
M3o,02:18,90.28,14.43,0.00454
M3o,02:24,88.58,14.07,0.00475
M3o,02:30,87.56,14.93,0.00558
M3o,02:36,87.51,13.50,0.00538
M3o,02:42,87.01,14.48,0.00514
M3o,02:48,86.54,14.93,0.00453
M3o,02:54,88.38,15.61,0.00542
M3o,03:00,88.84,17.46,0.00491
M3o,03:06,88.45,16.82,0.00510
M3o,03:12,88.72,13.33,0.00407
M3o,03:18,89.31,14.50,0.00476
M3o,03:24,90.13,14.93,0.00549
M3o,03:30,89.64,15.52,0.00575
M3o,03:36,90.38,15.75,0.00577
M3o,03:42,91.74,14.93,0.00549
M3o,03:48,85.60,18.24,0.00528
M3o,03:54,89.00,21.11,0.00619
M3o,04:00,88.71,18.64,0.00568
M3o,04:06,89.25,19.93,0.00588
M3o,04:12,88.92,21.93,0.00663
M3o,04:18,89.37,26.07,0.00698
M3o,04:24,88.77,28.15,0.00755
M3o,04:30,90.05,30.57,0.00767
M3o,04:36,90.74,37.14,0.00884
M3o,04:42,91.27,45.11,0.00942
M3o,04:48,90.33,47.14,0.01002
M3o,04:54,90.27,43.48,0.00983
M3o,05:00,89.40,48.38,0.01102
M3o,05:06,89.17,56.62,0.01237
M3o,05:12,88.48,61.45,0.01267
M3o,05:18,88.95,76.42,0.01438
M3o,05:24,89.95,81.82,0.01471
M3o,05:30,89.17,95.58,0.01632
M3o,05:36,89.62,115.00,0.01859
M3o,05:42,91.13,124.85,0.01942
M3o,05:48,90.24,126.88,0.02025
M3o,05:54,90.57,123.53,0.01944
M3o,06:00,89.17,134.68,0.02136
M3o,06:06,88.86,165.18,0.02688
M3o,06:12,88.03,204.12,0.03273
M3o,06:18,87.76,246.97,0.03841
M3o,06:24,87.14,287.21,0.04405
M3o,06:30,85.48,325.15,0.05036
M3o,06:36,83.09,412.97,0.06564
M3o,06:42,79.46,484.12,0.07904
M3o,06:48,75.16,526.53,0.09267
M3o,06:54,67.70,521.24,0.10473
M3o,07:00,53.37,498.18,0.13371
M3o,07:06,40.72,437.51,0.16015
M3o,07:12,37.55,420.53,0.17083
M3o,07:18,36.61,410.76,0.17297
M3o,07:24,37.01,403.54,0.17044
M3o,07:30,37.41,405.47,0.17074
M3o,07:36,36.66,387.24,0.17401
M3o,07:42,35.71,389.27,0.17203
M3o,07:48,35.67,388.43,0.16779
M3o,07:54,36.58,386.35,0.17107
M3o,08:00,36.90,382.92,0.16846
M3o,08:06,37.29,383.11,0.16691
M3o,08:12,36.43,371.00,0.17083
M3o,08:18,35.36,363.75,0.16931
M3o,08:24,36.78,349.08,0.16397
M3o,08:30,36.52,353.00,0.16884
M3o,08:36,35.79,345.79,0.17204
M3o,08:42,36.62,351.76,0.16684
M3o,08:48,39.83,342.44,0.15891
M3o,08:54,42.53,333.28,0.13974
M3o,09:00,44.60,337.36,0.14593
M3o,09:06,50.27,350.39,0.12793
M3o,09:12,55.17,332.41,0.11120
M3o,09:18,64.13,342.97,0.09965
M3o,09:24,66.67,343.82,0.09353
M3o,09:30,68.09,339.41,0.08613
M3o,09:36,71.05,355.61,0.08745
M3o,09:42,69.74,324.55,0.08891
M3o,09:48,72.82,334.32,0.07817
M3o,09:54,75.11,318.32,0.07206
M3o,10:00,77.66,305.70,0.06434
M3o,10:06,78.14,313.16,0.06524
M3o,10:12,78.06,310.86,0.06585
M3o,10:18,77.81,308.81,0.06573
M3o,10:24,79.88,321.17,0.06175
M3o,10:30,79.53,327.69,0.06249
M3o,10:36,80.41,322.67,0.05985
M3o,10:42,79.49,306.38,0.06436
M3o,10:48,79.90,308.32,0.06168
M3o,10:54,80.36,310.42,0.06042
M3o,11:00,80.60,313.24,0.05995
M3o,11:06,80.72,307.66,0.06006
M3o,11:12,81.70,313.45,0.05582
M3o,11:18,81.44,321.68,0.05808
M3o,11:24,81.40,328.70,0.05880
M3o,11:30,81.94,328.97,0.05736
M3o,11:36,81.92,326.08,0.05649
M3o,11:42,83.33,327.47,0.05514
M3o,11:48,83.59,332.03,0.05441
M3o,11:54,83.89,328.18,0.05452
M3o,12:00,84.09,332.47,0.05406
M3o,12:06,84.17,347.63,0.05568
M3o,12:12,83.92,348.76,0.05596
M3o,12:18,84.16,338.03,0.05478
M3o,12:24,84.72,311.21,0.04990
M3o,12:30,84.57,299.34,0.04796
M3o,12:36,85.19,292.00,0.04726
M3o,12:42,85.14,275.03,0.04350
M3o,12:48,85.27,268.87,0.04310
M3o,12:54,85.23,262.56,0.04352
M3o,13:00,85.10,266.41,0.04268
M3o,13:06,84.38,289.38,0.04629
M3o,13:12,84.46,302.21,0.04823
