POSTE,HEURE,VITESSE,DEBIT (VEH/6min)
61,12:00,34.26,44.67
61,12:06,35.61,49.33
61,12:12,36.67,45.17
61,12:18,36.07,34.33
61,12:24,36.06,31.83
61,12:30,35.06,37
61,12:36,34.34,39.17
61,12:42,35.08,27
61,12:48,34.21,29
61,12:54,35.52,30
61,13:00,34.17,28.5
61,13:06,34.7,31.17
61,13:12,34.93,32.83
61,13:18,35.56,30.67
61,13:24,35.17,41.5
61,13:30,34.26,39.83
61,13:36,34.09,42.17
61,13:42,35.22,39.83
61,13:48,36.4,38.33
61,13:54,35.29,35.5
61,14:00,34.27,34.83
61,14:06,34.78,36.17
61,14:12,35.64,34.33
61,14:18,33.53,36
61,14:24,33.97,36.67
61,14:30,35.41,34.5
61,14:36,34,34.83
61,14:42,33.48,41.33
61,14:48,34.33,37.17
61,14:54,33.84,32.67
61,15:00,35.38,40.5
61,15:06,34.54,38.67
61,15:12,34,37.33
61,15:18,33.32,38.5
61,15:24,33.03,42
61,15:30,34.41,40
61,15:36,34.15,37.17
61,15:42,34.9,40.83
61,15:48,35.47,40.33
61,15:54,34.8,39
61,16:00,34.65,46.5
61,16:06,34.42,46.67
61,16:12,35.51,46.5
61,16:18,35.19,48.67
61,16:24,34.87,39.5
61,16:30,33.6,37.33
61,16:36,34.12,41.33
61,16:42,33.8,45.17
61,16:48,34.03,45.5
61,16:54,35.31,44.17
61,17:00,34.72,47.33
61,17:06,35.02,53.33
61,17:12,33.89,52.5
61,17:18,33.4,53.5
61,17:24,32.96,56.33
61,17:30,34.08,55
61,17:36,32.97,51.83
61,17:42,34.57,53
61,17:48,34.59,45.67
61,17:54,35.42,44.67
61,18:00,34,52
61,18:06,34.56,59
61,18:12,34.44,48
61,18:18,35.27,45.67
61,18:24,33.18,50
61,18:30,33.62,47.5
61,18:36,34.22,44.67
61,18:42,34.53,37.67
61,18:48,34.72,35.83
61,18:54,35.83,38.67
61,19:00,34.24,36.5
61,19:06,34.36,34.83
61,19:12,34.28,33.83
61,19:18,34.37,28.83
61,19:24,33.12,30
61,19:30,34.8,33.17
61,19:36,35.22,35.83
61,19:42,35.29,28
61,19:48,35.87,23.17
61,19:54,36.7,23
61,20:00,36.01,20.83
61,20:06,35.37,23.5
61,20:12,35.54,22
61,20:18,37.23,17.33
61,20:24,36.4,16.33
61,20:30,36.71,11
61,20:36,35.7,18.17
61,20:42,36,17.5
61,20:48,35.71,13.17
61,20:54,36.84,11.33
61,21:00,36.09,11.5
61,21:06,34.54,13.5
61,21:12,35.76,13.17
61,21:18,37.7,11
61,21:24,36.91,12.17
61,21:30,36.57,10.33
61,21:36,35.97,11
61,21:42,34.9,11.33
61,21:48,38.21,9.83
61,21:54,38.51,6.5
61,22:00,37.6,8.5
61,22:06,36.1,7.33
61,22:12,36.83,8.17
61,22:18,36.02,8.17
61,22:24,33.49,6.83
61,22:30,36.3,6.5
61,22:36,35.9,7.83
61,22:42,37.79,7
61,22:48,38.21,7
61,22:54,36.02,5.67
61,23:00,29.64,2.83
61,23:06,37.19,5.67
61,23:12,36.48,6.33
61,23:18,38.11,4.5
61,23:24,35.99,5.33
61,23:30,35.97,5
61,23:36,32.09,4.5
61,23:42,38.61,3.17
61,23:48,37.92,3.5
61,23:54,34.58,3
62,00:00,58,3.67
62,00:06,57.36,4.17
62,00:12,46.92,3
62,00:18,57.47,3.5
62,00:24,54.17,3.33
62,00:30,38.47,1.83
62,00:36,52.33,2.5
62,00:42,39.17,1.5
62,00:48,40,1.33
62,00:54,52.78,2
62,01:00,48.33,1.5
62,01:06,37.78,2.67
62,01:12,47.28,2
62,01:18,37.08,1.33
62,01:24,38.33,1.17
62,01:30,47.5,1.17
62,01:36,34,1.5
62,01:42,32.5,1.17
62,01:48,21.67,0.33
62,01:54,17.78,1.17
62,02:00,36.25,1.33
62,02:06,50.56,1.67
62,02:12,29.17,0.67
62,02:18,32.17,1.17
62,02:24,17.92,1.17
62,02:30,33.89,1
62,02:36,25.83,0.83
62,02:42,28.33,0.67
62,02:48,9.17,0.17
62,02:54,9.17,0.17
62,03:00,55,2
62,03:06,26.67,0.83
62,03:12,37.5,0.83
62,03:18,38.33,0.67
62,03:24,25.83,0.67
62,03:30,10.83,0.17
62,03:36,35.83,0.83
62,03:42,28.06,0.83
62,03:48,27.5,0.5
62,03:54,18.33,0.5
62,04:00,45,1.33
62,04:06,42.28,1.83
62,04:12,46.78,2.83
62,04:18,34.17,1
62,04:24,55,2.17
62,04:30,52.58,3.33
62,04:36,61.39,3.17
62,04:42,60,2.17
62,04:48,61.11,2.17
62,04:54,47.64,3.5
62,05:00,61.43,4.83
62,05:06,56.74,4.33
62,05:12,55.14,5.83
62,05:18,53.89,3.33
62,05:24,56.53,5.83
62,05:30,55.73,6
62,05:36,56.55,6
62,05:42,58.44,8.33
62,05:48,55.33,7.83
62,05:54,56.39,8.83
62,06:00,55.05,10.17
62,06:06,55.57,10.83
62,06:12,56.7,16
62,06:18,56.6,16
62,06:24,56.25,20.5
62,06:30,54.12,26
62,06:36,54.51,29
62,06:42,53.87,36.67
62,06:48,50.26,32.83
62,06:54,48.54,34.83
62,07:00,48.69,31.5
62,07:06,46.27,36.5
62,07:12,47.27,30.83
62,07:18,46.98,22.67
62,07:24,49.51,21
62,07:30,46.87,14
62,07:36,49.44,13.33
62,07:42,48.21,16.5
62,07:48,49.09,15.67
62,07:54,48.59,16.67
62,08:00,49.09,14.17
62,08:06,50.34,16.83
62,08:12,49.12,13.5
62,08:18,48.32,15.17
62,08:24,48.63,14.83
62,08:30,46.39,14.17
62,08:36,47.74,18.83
62,08:42,48.98,18.33
62,08:48,50.06,14.83
62,08:54,48.66,16.33
62,09:00,50.51,17
62,09:06,50.64,14.83
62,09:12,49.28,16.83
62,09:18,52.5,17.67
62,09:24,51.94,17.83
62,09:30,52.11,18.33
62,09:36,51.86,22.17
62,09:42,54.04,19
62,09:48,52.12,21.17
62,09:54,51.35,22.83
62,10:00,51.9,20.83
62,10:06,52.93,23
62,10:12,53.16,20
62,10:18,51.47,22.33
62,10:24,54.33,20.33
62,10:30,51.83,22.33
62,10:36,51.42,26.5
62,10:42,50.43,23.67
62,10:48,52.59,23.5
62,10:54,49.6,25.17
62,11:00,50.69,24.5
62,11:06,47.49,23.67
62,11:12,53.26,19.33
62,11:18,50.32,22.33
62,11:24,51.58,27.83
62,11:30,53.59,26.33
62,11:36,52.57,23.83
62,11:42,53.83,23.5
62,11:48,54.52,24.67
62,11:54,55.44,29
62,12:00,55.12,23.33
62,12:06,55.41,28.33
62,12:12,54.5,25.17
62,12:18,54.76,25.67
62,12:24,53.73,29.67
62,12:30,54.74,21.83
62,12:36,54.54,22
62,12:42,54.69,18.33
62,12:48,55.54,23.17
62,12:54,54.26,27
62,13:00,54.67,25
62,13:06,54.95,23.17
62,13:12,52.89,25
62,13:18,56.91,19.5
62,13:24,54.88,23.17
62,13:30,54.68,28.83
62,13:36,54.11,31.67
62,13:42,54.83,27.67
62,13:48,54.29,28.5
62,13:54,53.46,24.67
62,14:00,55.11,20.17
62,14:06,53.99,32.33
62,14:12,55.74,28.33
62,14:18,55.08,23
62,14:24,54.52,26.83
62,14:30,54.06,25.83
62,14:36,54.07,26.33
62,14:42,54.76,27.83
62,14:48,54.31,28
62,14:54,54.69,26
62,15:00,53.46,24.83
62,15:06,53.04,26.67
62,15:12,54.74,26
62,15:18,53.82,31.67
62,15:24,52.23,30.5
62,15:30,52.51,28.5
62,15:36,52.79,30.17
62,15:42,53.21,28.5
62,15:48,53.29,31.33
62,15:54,54.14,26.67
62,16:00,53.82,24.17
62,16:06,55.76,33.17
62,16:12,54.9,30
62,16:18,54.19,28.17
62,16:24,53.53,28.17
62,16:30,54,25.67
62,16:36,53.21,30.33
62,16:42,54.09,20.17
62,16:48,53.01,23.17
62,16:54,53.93,26.33
62,17:00,52.94,22.33
62,17:06,53.19,23.5
62,17:12,53.6,29
62,17:18,52.97,32.33
62,17:24,51.38,25.33
62,17:30,51.3,26
62,17:36,51.27,24.67
62,17:42,50.08,25.67
62,17:48,50.55,21.33
62,17:54,51.25,19.17
62,18:00,50.76,23
62,18:06,51.08,20.33
62,18:12,52.13,25.83
62,18:18,51.01,27
62,18:24,51.63,26
62,18:30,51.33,21.33
62,18:36,51.94,21.5
62,18:42,50.69,26
62,18:48,50.28,23
62,18:54,51.09,23.83
62,19:00,50.49,24.67
62,19:06,52.02,23.83
62,19:12,50.89,24.5
62,19:18,51.31,23.33
62,19:24,53.41,27.17
62,19:30,53.16,25
62,19:36,53.51,27.5
62,19:42,52.9,25.17
62,19:48,55.08,22.17
62,19:54,54.82,20.33
62,20:00,53.35,18.67
62,20:06,56.13,18.67
62,20:12,55.13,19.5
62,20:18,55.29,17.17
62,20:24,55.3,17.5
62,20:30,55.36,14.67
62,20:36,56.08,14.5
62,20:42,55.65,12.67
62,20:48,54.11,13.67
62,20:54,58.29,11
62,21:00,55.25,11.67
62,21:06,58.07,10.17
62,21:12,56.85,10
62,21:18,56.47,10.33
62,21:24,55.86,10.33
62,21:30,55.01,15
62,21:36,54.07,13
62,21:42,55.04,8.33
62,21:48,55,10
62,21:54,54.86,9.17
62,22:00,56.2,12.5
62,22:06,54.63,5.5
62,22:12,53.8,9.5
62,22:18,56.87,8.67
62,22:24,55.63,7.5
62,22:30,54.96,9.17
62,22:36,55.19,9
62,22:42,55.51,6.83
62,22:48,54.35,9
62,22:54,53.45,4.67
62,23:00,56.26,7.67
62,23:06,52.55,5.5
62,23:12,45.83,4.67
62,23:18,56.8,5.83
62,23:24,55.89,5.5
62,23:30,59.32,4.5
62,23:36,56.69,5.33
62,23:42,56.64,4.67
62,23:48,59.13,4
62,23:54,55.17,3.5
64,00:00,65.62,3.83
64,00:06,65.22,3.33
64,00:12,50.08,2.83
64,00:18,40.42,2.33
64,00:24,54.39,3.17
64,00:30,66.39,2.17
64,00:36,51.22,2.83
64,00:42,62.61,2.67
64,00:48,53.5,2.67
64,00:54,46.11,1.5
64,01:00,40,1.83
64,01:06,40.67,1.67
64,01:12,56.94,2.17
64,01:18,48.33,1.33
64,01:24,32.5,1
64,01:30,45.83,1
64,01:36,35,1.17
64,01:42,47.22,1.33
64,01:48,20.83,0.67
64,01:54,37.92,1.5
64,02:00,52.22,1.67
64,02:06,28.06,0.83
64,02:12,58.33,2
64,02:18,67.22,2.5
64,02:24,54.03,1.67
64,02:30,26.67,0.67
64,02:36,59.17,2
64,02:42,23.61,0.83
64,02:48,42.08,1.33
64,02:54,57.5,1.33
64,03:00,32.78,1
64,03:06,60.83,2
64,03:12,63.06,1.67
64,03:18,72.22,3
64,03:24,57.22,1.83
64,03:30,65.53,4.83
64,03:36,65.37,3.83
64,03:42,73.33,2.33
64,03:48,58.33,2.33
64,03:54,71.35,4
64,04:00,67.64,3.67
64,04:06,69.31,3.33
64,04:12,73.23,5.67
64,04:18,71.42,4.33
64,04:24,70.53,5.33
64,04:30,67.4,8
64,04:36,67.42,11
64,04:42,71.27,7.67
64,04:48,70.67,6.67
64,04:54,69.42,4.17
64,05:00,66.67,7.67
64,05:06,68.42,12.33
64,05:12,68.2,15.5
64,05:18,66.97,15.67
64,05:24,68.1,15.5
64,05:30,67.22,19.83
64,05:36,67.65,20.5
64,05:42,67.76,23.17
64,05:48,68.11,20.67
64,05:54,66.95,25.67
64,06:00,65.53,24.83
64,06:06,63.47,26.67
64,06:12,64.62,34
64,06:18,63.95,37.5
64,06:24,61.98,48.83
64,06:30,60.88,72
64,06:36,60.27,89.33
64,06:42,59.46,98.5
64,06:48,58,104.67
64,06:54,59.09,99.5
64,07:00,59.58,64.33
64,07:06,57.39,47.33
64,07:12,58.63,45.17
64,07:18,56.04,36.33
64,07:24,53.2,33.33
64,07:30,52.38,36.5
64,07:36,46.16,37.83
64,07:42,45.71,39
64,07:48,42.55,32
64,07:54,47.65,40.67
64,08:00,49.76,39.83
64,08:06,50.1,45.5
64,08:12,49.19,41.67
64,08:18,48.62,39.83
64,08:24,47.42,36.33
64,08:30,54.27,37.83
64,08:36,52.93,39.33
64,08:42,52.27,37.83
64,08:48,52.64,41.5
64,08:54,56.27,30.33
64,09:00,55.08,33.83
64,09:06,55.14,37.83
64,09:12,56.35,39.33
64,09:18,56.06,36.67
64,09:24,55.75,37.5
64,09:30,58.6,47.67
64,09:36,60.42,41.83
64,09:42,60.62,36.33
64,09:48,59.93,36
64,09:54,58.66,38.83
64,10:00,57.66,34.33
64,10:06,59.07,42
64,10:12,58.94,39.67
64,10:18,59.63,40
64,10:24,58.44,36.33
64,10:30,59.01,41
64,10:36,59.99,38.5
64,10:42,59.26,38.5
64,10:48,60.23,34.5
64,10:54,59.32,35.5
64,11:00,58.57,40.67
64,11:06,60.84,39.17
64,11:12,60.37,36.17
64,11:18,60.07,36.5
64,11:24,59.64,37.17
64,11:30,59.48,38.17
64,11:36,58.99,42.33
64,11:42,60.83,39.33
64,11:48,59.4,39.67
64,11:54,61.4,37.67
64,12:00,59.54,42.5
64,12:06,61,38.83
64,12:12,60.91,41.67
64,12:18,61.04,37
64,12:24,62.26,32.67
64,12:30,61.04,42
64,12:36,63.2,39.17
64,12:42,62.29,38.5
64,12:48,60.16,36
64,12:54,62.55,32.5
64,13:00,60.38,35
64,13:06,61.33,31
64,13:12,59.65,35.17
64,13:18,60.31,36
64,13:24,60.86,42.83
64,13:30,60.18,38.17
64,13:36,61.47,47.83
64,13:42,61.26,46.5
64,13:48,60.91,40
64,13:54,60.57,42.17
64,14:00,60.89,42.83
64,14:06,62.15,38.17
64,14:12,59.81,43.17
64,14:18,60.2,40.33
64,14:24,61.35,38.33
64,14:30,61.9,41.33
64,14:36,60.08,40.17
64,14:42,60.2,35.67
64,14:48,59.65,40
64,14:54,58.25,39.83
64,15:00,58.46,35
64,15:06,59.57,34
64,15:12,58.94,35.67
64,15:18,58.43,45.83
64,15:24,59.24,41.17
64,15:30,59.8,43.5
64,15:36,59.8,38.33
64,15:42,58.78,37
64,15:48,59.11,40.67
64,15:54,60.38,46.67
64,16:00,62.09,41.33
64,16:06,60.55,50.17
64,16:12,59.69,43.33
64,16:18,59.73,35.83
64,16:24,59.94,39.5
64,16:30,61.09,36.33
64,16:36,59.75,43
64,16:42,57.68,41.67
64,16:48,56.5,41.33
64,16:54,57.25,48
64,17:00,60.09,41.67
64,17:06,57.78,43.83
64,17:12,55.77,46.83
64,17:18,57.96,44.67
64,17:24,56.8,40.67
64,17:30,58.04,35.5
64,17:36,56.4,38.17
64,17:42,56.76,39
64,17:48,58.9,36.33
64,17:54,57.25,47.17
64,18:00,59.08,33.67
64,18:06,56.59,37.67
64,18:12,55.51,38
64,18:18,57.13,37.5
64,18:24,57,40.83
64,18:30,57.18,38.5
64,18:36,57.37,32.17
64,18:42,58.17,32.67
64,18:48,56.33,39.67
64,18:54,57.43,35.83
64,19:00,58.16,40.17
64,19:06,58.74,34.17
64,19:12,59.23,31.17
64,19:18,59.75,25.83
64,19:24,59.9,28.67
64,19:30,60.87,28
64,19:36,60.18,31.83
64,19:42,58.13,27.83
64,19:48,59.54,27
64,19:54,60.3,20
64,20:00,60.55,23
64,20:06,64.04,24
64,20:12,62.53,22.17
64,20:18,63.46,18.33
64,20:24,63.76,17.67
64,20:30,64.08,13.33
64,20:36,63.5,18.5
64,20:42,65.54,11.33
64,20:48,62.13,11.83
64,20:54,63.8,10.33
64,21:00,62.81,9.83
64,21:06,61.3,12.67
64,21:12,66.37,11.83
64,21:18,64.38,11.67
64,21:24,62.8,10
64,21:30,64.43,10.33
64,21:36,65.2,13.67
64,21:42,64.76,9.67
64,21:48,64.38,9.17
64,21:54,63.44,8.33
64,22:00,64.4,6.17
64,22:06,64.63,13
64,22:12,63.54,8.17
64,22:18,62.65,8.5
64,22:24,62.76,10.5
64,22:30,63.23,5.5
64,22:36,59.02,7.17
64,22:42,63.29,5.5
64,22:48,63.23,7
64,22:54,63.69,5.67
64,23:00,61.39,6.67
64,23:06,64.72,4
64,23:12,70.54,4.67
64,23:18,58.29,4.17
64,23:24,64.24,5.67
64,23:30,63.29,4.83
64,23:36,62.36,3.17
64,23:42,71.72,4
64,23:48,63.32,4.5
64,23:54,67.33,3.83
69,00:00,21.25,1.33
69,00:06,22.5,0.5
69,00:12,18.33,0.83
69,00:18,21.94,1.17
69,00:24,16.39,1
69,00:30,18.33,1
69,00:36,8.33,0.33
69,00:42,17.5,0.5
69,00:48,13.33,0.33
69,00:54,7.5,0.17
69,01:00,7.5,0.17
69,01:06,13.33,0.67
69,01:12,18.33,0.67
69,01:18,22.5,0.5
69,01:24,7.5,0.17
69,01:30,11.67,0.5
69,01:36,13.61,0.83
69,01:42,10,0.5
69,01:48,5.83,0.17
69,01:54,5.83,0.17
69,02:00,0,0
69,02:06,12.5,0.5
69,02:12,12.22,0.67
69,02:18,5.83,0.17
69,02:24,5.83,0.17
69,02:30,12.5,0.5
69,02:36,7.5,0.17
69,02:42,2.5,0.17
69,02:48,12.5,0.5
69,02:54,4.17,0.33
69,03:00,5.83,0.17
69,03:06,6.67,0.33
69,03:12,7.5,0.17
69,03:18,12.78,0.67
69,03:24,13.33,0.33
69,03:30,13.06,0.83
69,03:36,10.83,0.67
69,03:42,2.5,0.17
69,03:48,5.83,0.33
69,03:54,7.5,0.17
69,04:00,13.33,0.33
69,04:06,17.5,0.5
69,04:12,11.67,0.33
69,04:18,13.33,0.33
69,04:24,4.17,0.33
69,04:30,10.83,0.5
69,04:36,11.67,0.33
69,04:42,21.67,0.67
69,04:48,25.28,1.17
69,04:54,19.72,0.83
69,05:00,35.83,1.17
69,05:06,28.89,1.5
69,05:12,25,0.83
69,05:18,25,0.83
69,05:24,41.11,1.83
69,05:30,25.33,2.17
69,05:36,38.31,3.5
69,05:42,30.25,2.67
69,05:48,36.11,3.17
69,05:54,28.67,2.67
69,06:00,28.47,2.83
69,06:06,37.41,9.33
69,06:12,37.2,12.5
69,06:18,38,10.5
69,06:24,34.65,7.83
69,06:30,34.53,8.33
69,06:36,37.75,10.17
69,06:42,37.11,12.67
69,06:48,37.11,13.33
69,06:54,35.87,23.5
69,07:00,36.18,20
69,07:06,34.08,20.67
69,07:12,35.42,23
69,07:18,33.72,15.17
69,07:24,35.37,12.83
69,07:30,36.1,12.67
69,07:36,32.24,15
69,07:42,35.16,13.17
69,07:48,35.59,14.83
69,07:54,35.27,13.83
69,08:00,35.02,13.33
69,08:06,33.44,15.17
69,08:12,36.14,10.83
69,08:18,33.78,13.17
69,08:24,33.45,13
69,08:30,30.94,12
69,08:36,32.96,12.5
69,08:42,31.51,13.33
69,08:48,30.82,15
69,08:54,31.36,12.67
69,09:00,32.46,12.33
69,09:06,33.12,14.33
69,09:12,29.81,14.67
69,09:18,32.64,15.5
69,09:24,30.39,18
69,09:30,31.77,21.83
69,09:36,31.09,24.33
69,09:42,29.17,25
69,09:48,30.63,25
69,09:54,29.91,28.17
69,10:00,29.28,25.17
69,10:06,28.01,28.5
69,10:12,28.86,33
69,10:18,27.24,36.17
69,10:24,27.82,37.83
69,10:30,28.11,39
69,10:36,28.27,37.67
69,10:42,27.33,36.67
69,10:48,26.84,41.17
69,10:54,26.92,42
69,11:00,25.95,42.5
69,11:06,25.51,44.33
69,11:12,26.5,45
69,11:18,25.22,46.83
69,11:24,26.49,42
69,11:30,28.1,43.67
69,11:36,27.51,49.33
69,11:42,27.62,44.83
69,11:48,28.46,50.33
69,11:54,29.79,48.83
69,12:00,26.9,52.17
69,12:06,27.59,56.17
69,12:12,25.92,50.83
69,12:18,26.19,46.67
69,12:24,27.45,41.67
69,12:30,28.08,41.33
69,12:36,27.52,44.17
69,12:42,28.63,38.33
69,12:48,30.52,35.67
69,12:54,30.12,31
69,13:00,28.36,38.67
69,13:06,29.56,36.5
69,13:12,29.21,40.67
69,13:18,28.01,36.67
69,13:24,28.14,41.83
69,13:30,29.72,42.83
69,13:36,29.11,42.67
69,13:42,28.94,45.83
69,13:48,27.99,39.67
69,13:54,29.39,42.33
69,14:00,30.44,41
69,14:06,29.48,65.17
69,14:12,29.01,61.83
69,14:18,28.86,53
69,14:24,27.18,45.17
69,14:30,26.45,49.5
69,14:36,27.23,45.67
69,14:42,27.86,43
69,14:48,26.92,47.67
69,14:54,26.71,47.5
69,15:00,27.49,49.67
69,15:06,26.55,44.83
69,15:12,26.68,48.83
69,15:18,27.9,47.83
69,15:24,25.5,48.33
69,15:30,25.94,49.17
69,15:36,25.14,53
69,15:42,27.67,45.83
69,15:48,25.66,55.67
69,15:54,27.69,62.33
69,16:00,27.52,51.33
69,16:06,26.7,63.67
69,16:12,26.68,70
69,16:18,25.15,71.17
69,16:24,24.61,63.17
69,16:30,25.92,61.33
69,16:36,26.13,76
69,16:42,25.7,63
69,16:48,25.71,64.67
69,16:54,24.84,58.17
69,17:00,24.59,73.67
69,17:06,23.96,83.83
69,17:12,21.95,79.33
69,17:18,22.54,74.33
69,17:24,21.74,76.33
69,17:30,21.02,72.67
69,17:36,21.8,69.5
69,17:42,20.06,67.67
69,17:48,22.63,55.5
69,17:54,21.83,55.83
69,18:00,23.1,54.83
69,18:06,20.38,74.83
69,18:12,20.76,71.67
69,18:18,21.79,59.67
69,18:24,22.29,57.17
69,18:30,25.24,52.5
69,18:36,24.72,49.83
69,18:42,25.71,45.5
69,18:48,27.08,46.17
69,18:54,27.13,46.33
69,19:00,27.59,47.5
69,19:06,26.47,54.33
69,19:12,27.47,51
69,19:18,28.9,37
69,19:24,29.16,40.17
69,19:30,29.17,36.17
69,19:36,30,37.17
69,19:42,31.1,35
69,19:48,29.88,30
69,19:54,29.23,32.83
69,20:00,31.17,32.33
69,20:06,31.09,38.5
69,20:12,31.44,32
69,20:18,31.91,26
69,20:24,32.24,20.5
69,20:30,30.38,21.83
69,20:36,30.57,18.5
69,20:42,31.58,17.17
69,20:48,32.08,13.83
69,20:54,32.35,11
69,21:00,30.94,9.83
69,21:06,29.44,8.67
69,21:12,32.11,9.83
69,21:18,31.23,9.83
69,21:24,29.36,7.67
69,21:30,33.01,7.33
69,21:36,31.65,7
69,21:42,32.32,6.67
69,21:48,35.07,5.5
69,21:54,29.53,6.67
69,22:00,33.08,9.17
69,22:06,34.89,21.83
69,22:12,33.42,16.67
69,22:18,31.04,5.17
69,22:24,34.06,3.5
69,22:30,34.96,3.5
69,22:36,26.31,3.67
69,22:42,32.67,2.83
69,22:48,29,3.67
69,22:54,29.65,4
69,23:00,35.88,3.67
69,23:06,29.72,2
69,23:12,33.33,2
69,23:18,29.72,2
69,23:24,28.06,1.33
69,23:30,33.33,1.83
69,23:36,36.28,2.33
69,23:42,18.89,2
69,23:48,30.42,1.33
69,23:54,32,2.67
70,00:00,35,1
70,00:06,28.89,1.5
70,00:12,15,0.33
70,00:18,29.17,0.83
70,00:24,35.56,1.67
70,00:30,20.5,1.17
70,00:36,13.33,0.33
70,00:42,24.17,0.5
70,00:48,20.83,0.5
70,00:54,20,0.67
70,01:00,27.5,1
70,01:06,32.5,1
70,01:12,17.5,0.5
70,01:18,0,0
70,01:24,13.33,0.33
70,01:30,7.5,0.17
70,01:36,20.83,0.5
70,01:42,20.83,0.5
70,01:48,5.83,0.17
70,01:54,20.83,0.67
70,02:00,25,0.83
70,02:06,13.33,0.5
70,02:12,0,0
70,02:18,28.61,1.17
70,02:24,24.17,0.83
70,02:30,13.33,0.33
70,02:36,20,0.67
70,02:42,5.83,0.17
70,02:48,13.33,0.33
70,02:54,5.83,0.17
70,03:00,7.5,0.17
70,03:06,7.5,0.17
70,03:12,0,0
70,03:18,20.83,0.83
70,03:24,9.17,0.17
70,03:30,41.39,1.83
70,03:36,39.44,1.33
70,03:42,30,1
70,03:48,40.83,1.67
70,03:54,30,0.83
70,04:00,34.58,1.67
70,04:06,20,0.67
70,04:12,20,0.67
70,04:18,24.17,1
70,04:24,40.42,2.83
70,04:30,33.19,2.5
70,04:36,27.78,1.33
70,04:42,40.83,2
70,04:48,40.83,2.33
70,04:54,30.83,1.33
70,05:00,36.83,3.83
70,05:06,30.56,1.83
70,05:12,41.06,3
70,05:18,40.89,4.83
70,05:24,40.23,5.17
70,05:30,41.52,7.67
70,05:36,41.48,6
70,05:42,41.42,7
70,05:48,38.59,7.5
70,05:54,39.48,8.33
70,06:00,40.3,10.17
70,06:06,39.79,12
70,06:12,40.68,14.83
70,06:18,40.91,18.83
70,06:24,40.72,25
70,06:30,38.79,27.33
70,06:36,40.89,27.33
70,06:42,41.29,33.5
70,06:48,41.36,39.33
70,06:54,40.8,51.17
70,07:00,41.07,52.5
70,07:06,41.3,36.5
70,07:12,40.46,37
70,07:18,40.32,36.5
70,07:24,40.53,30.67
70,07:30,42.53,23.5
70,07:36,41.06,23.17
70,07:42,41.09,22.67
70,07:48,41.5,24.5
70,07:54,42.46,21.83
70,08:00,42.45,20.17
70,08:06,42.06,22.5
70,08:12,41.08,18.33
70,08:18,43.09,16.33
70,08:24,41.9,21
70,08:30,41.73,19.67
70,08:36,41.59,20
70,08:42,40.49,16.5
70,08:48,41.39,11
70,08:54,42.22,15.33
70,09:00,41.16,11.83
70,09:06,40.22,10.83
70,09:12,41.19,16.17
70,09:18,42.15,14
70,09:24,40.18,17.17
70,09:30,39.98,18.17
70,09:36,41,19.67
70,09:42,42.01,14.83
70,09:48,41.44,17.67
70,09:54,41.53,20.83
70,10:00,40.87,15.33
70,10:06,40.87,14.83
70,10:12,41.3,18.83
70,10:18,41.55,20.67
70,10:24,40.92,17.5
70,10:30,40.93,21.17
70,10:36,40.64,19.17
70,10:42,40.96,20.5
70,10:48,40.76,16.67
70,10:54,41.32,16.67
70,11:00,42.06,17.17
70,11:06,40.68,17.5
70,11:12,41.47,18.83
70,11:18,40.39,24.33
70,11:24,41.34,19.67
70,11:30,40.64,21.17
70,11:36,41.85,23.83
70,11:42,42.07,21.83
70,11:48,41.9,15.5
70,11:54,41.66,14.83
70,12:00,41.75,20.67
70,12:06,41.29,30.33
70,12:12,41.79,24.17
70,12:18,41.14,19.83
70,12:24,41.72,21.17
70,12:30,41.07,19
70,12:36,42.05,17.67
70,12:42,42.14,17.67
70,12:48,41.89,17.67
70,12:54,42.56,17.83
70,13:00,41.41,14.17
70,13:06,42.2,18.83
70,13:12,42.46,20.5
70,13:18,40.94,17.67
70,13:24,41.66,21.67
70,13:30,42.75,21.83
70,13:36,41.01,21.33
70,13:42,40.81,20
70,13:48,41.39,23.17
70,13:54,41.54,23.17
70,14:00,40.77,21.33
70,14:06,41.43,20.5
70,14:12,40.47,18.83
70,14:18,41.12,18.83
70,14:24,40.38,22.67
70,14:30,41.95,18.67
70,14:36,41.79,20
70,14:42,41.74,19.67
70,14:48,42.03,19.67
70,14:54,41.98,17.5
70,15:00,41.36,18.33
70,15:06,41.02,20.67
70,15:12,40.46,23
70,15:18,39.58,22
70,15:24,41,18.33
70,15:30,41.64,17.33
70,15:36,41.93,19.33
70,15:42,40.81,18.67
70,15:48,40.23,21.67
70,15:54,40.53,21.83
70,16:00,40.97,21.33
70,16:06,41.93,23.5
70,16:12,42.14,22.17
70,16:18,41.65,19.17
70,16:24,40.73,18.33
70,16:30,40.48,17.83
70,16:36,40.93,17.83
70,16:42,41.79,21.17
70,16:48,40.94,21.83
70,16:54,40.13,20.33
70,17:00,41.36,22.33
70,17:06,40.61,29
70,17:12,41.29,30.5
70,17:18,40.52,23.33
70,17:24,40.24,17.5
70,17:30,39.38,22
70,17:36,40.81,23.17
70,17:42,41.09,12.17
70,17:48,40.54,16.33
70,17:54,40.55,17.33
70,18:00,41.44,17.67
70,18:06,41.19,24.17
70,18:12,40.68,17.5
70,18:18,40.76,14.83
70,18:24,41.4,16.83
70,18:30,40.33,12.83
70,18:36,41.37,16.83
70,18:42,43.14,13.67
