POSTE,HEURE,VITESSE,DEBIT (VEH/6min)
52,05:18,35.69,3.67
52,05:24,36.49,4.33
52,05:30,37.67,5
52,05:36,37.43,6.33
52,05:42,37.65,6.83
52,05:48,36.09,6.33
52,05:54,37.79,8
52,06:00,36.36,7.83
52,06:06,36.13,9.33
52,06:12,36.29,10.17
52,06:18,36.27,13.17
52,06:24,34.21,13.5
52,06:30,34.62,13.5
52,06:36,33.41,22
52,06:42,34.63,19.67
52,06:48,33.02,20.17
52,06:54,31.72,22.83
52,07:00,33.12,27.17
52,07:06,32.46,24.5
52,07:12,34.19,19
52,07:18,33.07,17.17
52,07:24,33.71,17.17
52,07:30,33.07,16
52,07:36,33.46,18
52,07:42,31.84,18.67
52,07:48,30.39,18.67
52,07:54,29.74,19.67
52,08:00,30.68,22.5
52,08:06,31.02,21
52,08:12,32.8,21.17
52,08:18,32.7,20.67
52,08:24,31.43,19.83
52,08:30,33.31,21.67
52,08:36,33.41,23.67
52,08:42,33.14,24.17
52,08:48,32.44,26.67
52,08:54,33.64,33.5
52,09:00,32.2,33
52,09:06,32.4,31.67
52,09:12,31.27,35.17
52,09:18,30.78,31.5
52,09:24,31.74,31.67
52,09:30,30.3,33.83
52,09:36,31.7,29.67
52,09:42,30.01,32
52,09:48,29.69,30.5
52,09:54,30.19,25.17
52,10:00,31.81,24.5
52,10:06,31.62,28.17
52,10:12,32.45,29.33
52,10:18,31.8,27.33
52,10:24,31.82,26.5
52,10:30,30.74,29.67
52,10:36,31.87,30.5
52,10:42,29.76,36.83
52,10:48,31.32,38.5
52,10:54,31.38,37.5
52,11:00,31.1,28.5
52,11:06,31.63,39.33
52,11:12,29.52,38
52,11:18,29.96,40.17
52,11:24,30.62,37.33
52,11:30,27.74,41.83
52,11:36,28.89,38.5
52,11:42,30.88,43
52,11:48,32.89,39.5
52,11:54,32.42,37
52,12:00,33.56,38.33
52,12:06,34.34,43.83
52,12:12,33.32,46.83
52,12:18,33.76,45.5
52,12:24,33.65,37.67
52,12:30,31.39,38.33
52,12:36,33.29,32.33
52,12:42,33.54,34.83
52,12:48,32.21,30.83
52,12:54,32.18,23.5
52,13:00,32.16,27.17
52,13:06,32.81,27
52,13:12,31.47,32.17
52,13:18,33.49,28.5
52,13:24,35.38,25.83
52,13:30,30.8,32.17
52,13:36,32.39,32.83
52,13:42,30.65,34.5
52,13:48,31.19,34.83
52,13:54,30.55,33.17
52,14:00,32.48,37.67
52,14:06,33.1,37.83
52,14:12,31.76,37.5
52,14:18,33.42,39.33
52,14:24,32.16,40.67
52,14:30,32.47,33.5
52,14:36,31.37,36
52,14:42,31.19,40.17
52,14:48,30.91,36.83
52,14:54,32.9,35
52,15:00,31.14,39.33
52,15:06,30.96,36.17
52,15:12,31.47,34.67
52,15:18,31.23,41.67
52,15:24,31.07,44.33
52,15:30,29.24,43.17
52,15:36,31.36,46.67
52,15:42,29.64,44.5
52,15:48,30.75,50
52,15:54,29.58,52.67
52,16:00,29.72,56.17
52,16:06,30.57,53.33
52,16:12,32.38,57
52,16:18,31.81,63
52,16:24,32.31,61.67
52,16:30,28.96,56.17
52,16:36,31.43,52.17
52,16:42,31.91,58.33
52,16:48,30.88,60.17
52,16:54,31.04,60.67
52,17:00,30.34,64
52,17:06,31.77,60.83
52,17:12,28.97,71
52,17:18,29.5,71
52,17:24,27.48,69.83
52,17:30,26.58,67.5
52,17:36,27.46,66.67
52,17:42,29.56,61.67
52,17:48,31.42,61.67
52,17:54,32.47,59.5
52,18:00,30.74,56.67
52,18:06,32.21,57.17
52,18:12,31.74,61.17
52,18:18,30.27,62
52,18:24,32.46,60.83
52,18:30,29.46,60.17
52,18:36,30.28,54
52,18:42,31.49,55.83
52,18:48,31.67,48.5
52,18:54,32.47,41.67
52,19:00,31.61,43
52,19:06,30.6,43.33
52,19:12,31.52,40.83
52,19:18,32.88,44.33
52,19:24,32.73,36.17
52,19:30,33.03,39.17
52,19:36,32.35,32
52,19:42,32.02,36.5
52,19:48,31.33,29.83
52,19:54,32.04,31.67
52,20:00,32.76,29
52,20:06,29.02,28
52,20:12,32.57,32.5
52,20:18,31.69,26.33
52,20:24,32.07,20
52,20:30,32.89,20.17
52,20:36,33.8,16.33
52,20:42,34.97,16
52,20:48,35.21,14.83
52,20:54,34.48,13.33
52,21:00,35.24,12.67
52,21:06,34.07,9.33
52,21:12,36.25,14.67
52,21:18,34.75,12.33
52,21:24,35.08,12
52,21:30,35.46,13.67
52,21:36,34.2,10.67
52,21:42,34.43,10
52,21:48,33.74,10.67
52,21:54,33.35,11.83
52,22:00,34.54,9.83
52,22:06,36.88,11
52,22:12,35.91,10.83
52,22:18,35.52,11.17
52,22:24,32.93,8
52,22:30,35.04,9.17
52,22:36,35.86,7
52,22:42,35.17,5.67
52,22:48,34.61,7.17
52,22:54,36.37,5.67
52,23:00,33.49,5.83
52,23:06,37,6.17
52,23:12,30.34,4.5
52,23:18,34.14,4.67
52,23:24,34.2,5.67
52,23:30,30.47,4.83
52,23:36,33.86,4.17
52,23:42,37.75,4.5
52,23:48,39.28,3
52,23:54,38.61,2.17
56,00:00,49.11,8.5
56,00:06,49.22,8
56,00:12,47.67,7
56,00:18,47.76,8.17
56,00:24,47.85,5.33
56,00:30,50.16,5.33
56,00:36,39.4,5.83
56,00:42,48.42,8.33
56,00:48,47.5,8.83
56,00:54,50.02,5
56,01:00,49.47,3.83
56,01:06,40.01,3.67
56,01:12,45.52,3
56,01:18,39.44,2
56,01:24,36.33,2.5
56,01:30,40.97,2.33
56,01:36,49.86,2.67
56,01:42,50.28,2.5
56,01:48,46.67,1.67
56,01:54,36.35,2.33
56,02:00,42.42,2.5
56,02:06,50,2.17
56,02:12,32.31,2.83
56,02:18,50.83,2.5
56,02:24,29.17,1.17
56,02:30,34.58,1.33
56,02:36,35.83,1.33
56,02:42,49.5,2.33
56,02:48,28.61,1.67
56,02:54,15.56,0.67
56,03:00,13.75,0.83
56,03:06,16.67,0.5
56,03:12,23.06,1.33
56,03:18,31.67,1.33
56,03:24,23.33,0.83
56,03:30,45.56,2
56,03:36,29.44,1.33
56,03:42,32.78,1.17
56,03:48,46.94,1.83
56,03:54,52.5,1.17
56,04:00,32.83,2.5
56,04:06,38.33,1
56,04:12,27.5,1
56,04:18,41.39,1.33
56,04:24,45.89,3.33
56,04:30,44.78,2.67
56,04:36,45.12,3.83
56,04:42,49.78,3.83
56,04:48,49.72,5.17
56,04:54,40.83,4.17
56,05:00,47.88,5.67
56,05:06,48.63,7
56,05:12,47.11,6.33
56,05:18,49.27,7.17
56,05:24,49.62,6.83
56,05:30,47.47,5.17
56,05:36,47.55,9.33
56,05:42,47.02,9.17
56,05:48,47.73,12.33
56,05:54,44.31,9.67
56,06:00,47.32,12
56,06:06,46.26,12.33
56,06:12,47.05,17.83
56,06:18,46.66,18.17
56,06:24,46.18,19
56,06:30,46.15,26.67
56,06:36,47.21,36.33
56,06:42,45.81,36.5
56,06:48,46.12,41.67
56,06:54,45.56,51.67
56,07:00,45.13,58.5
56,07:06,43.4,72.5
56,07:12,42.38,84.5
56,07:18,38.35,94.5
56,07:24,33.56,97.33
56,07:30,33.56,99.33
56,07:36,27.43,94.33
56,07:42,31.24,92.83
56,07:48,34.66,85.83
56,07:54,38.71,79.83
56,08:00,40.67,78.83
56,08:06,40.18,73.5
56,08:12,43.59,65
56,08:18,43.23,57.83
56,08:24,45.29,52.67
56,08:30,42.83,54.17
56,08:36,41.71,48
56,08:42,41.2,43.5
56,08:48,44.89,46
56,08:54,45.52,40.5
56,09:00,45.37,41.17
56,09:06,44.93,41.83
56,09:12,45.75,38
56,09:18,44.83,33.83
56,09:24,45.25,39.67
56,09:30,45.88,35.17
56,09:36,44.63,38.5
56,09:42,46.04,38.33
56,09:48,47.32,38.17
56,09:54,46.83,42.83
56,10:00,47.92,39.67
56,10:06,46.71,44.67
56,10:12,47.51,40
56,10:18,45.95,44.67
56,10:24,45.86,44
56,10:30,46.75,47.83
56,10:36,46.37,45
56,10:42,47.03,44.5
56,10:48,46.86,48.5
56,10:54,46.83,40.83
56,11:00,46.33,39.67
56,11:06,45.59,51.33
56,11:12,45.49,48
56,11:18,46.27,49.67
56,11:24,45.99,45.17
56,11:30,46.23,51.83
56,11:36,47.18,55.67
56,11:42,45.49,53.83
56,11:48,46.53,47.67
56,11:54,47.62,52.5
56,12:00,47.81,54.33
56,12:06,46.18,67.17
56,12:12,47.1,60.67
56,12:18,46.61,51
56,12:24,46.95,43
56,12:30,46.71,46.67
56,12:36,47.24,43.83
56,12:42,48.05,40.67
56,12:48,47.87,38.33
56,12:54,46.71,37.33
56,13:00,46.81,36
56,13:06,46.81,44.67
56,13:12,47.52,44.33
56,13:18,46.95,42.67
56,13:24,46.85,47.33
56,13:30,46.87,50.17
56,13:36,47.06,45.33
56,13:42,47.88,46.5
56,13:48,47.23,45.17
56,13:54,46.81,45.5
56,14:00,47.26,47.33
56,14:06,46.44,51
56,14:12,46.67,55.67
56,14:18,46.97,48.83
56,14:24,46.76,47.83
56,14:30,45.47,48.83
56,14:36,46.94,48.5
56,14:42,46.87,49.33
56,14:48,46.43,45
56,14:54,46.7,43.67
56,15:00,47.2,47.5
56,15:06,46.01,52.67
56,15:12,46.02,52.67
56,15:18,46.5,56.33
56,15:24,46.14,50.5
56,15:30,45.61,53.17
56,15:36,45.9,52.67
56,15:42,45.65,57.67
56,15:48,45.69,60.83
56,15:54,46.25,56.17
56,16:00,45.34,63.33
56,16:06,46.29,69.67
56,16:12,45.84,68.5
56,16:18,45.87,59.17
56,16:24,46.31,60.17
56,16:30,45.24,67.67
56,16:36,46.44,66.67
56,16:42,45.34,55.67
56,16:48,45.94,60.33
56,16:54,45.34,55.5
56,17:00,46.51,70.67
56,17:06,45.07,72.67
56,17:12,44.25,65.5
56,17:18,45.2,59.67
56,17:24,44.88,59.83
56,17:30,45.59,61.17
56,17:36,44,56.33
56,17:42,44.73,54.67
56,17:48,46.05,50.67
56,17:54,45.78,44.17
56,18:00,44.48,55
56,18:06,45.17,64.5
56,18:12,46.23,51
56,18:18,46.59,48.17
56,18:24,46.41,42.5
56,18:30,45.29,53.33
56,18:36,46.43,45.67
56,18:42,46.17,44.33
56,18:48,47.14,40.33
56,18:54,46.32,45.17
56,19:00,47.77,44.17
56,19:06,46.97,44
56,19:12,47.78,46.83
56,19:18,46.86,39.83
56,19:24,47.67,42.5
56,19:30,47.53,36
56,19:36,46.24,32.67
56,19:42,47.36,32.17
56,19:48,47.48,31.17
56,19:54,47.69,32.67
56,20:00,48.96,27.67
56,20:06,47.06,28.67
56,20:12,47.97,23.83
56,20:18,48.74,23.83
56,20:24,49.37,19.33
56,20:30,49.49,20
56,20:36,49.25,13.83
56,20:42,49.94,17
56,20:48,49.39,17.17
56,20:54,48.85,14
56,21:00,48.83,13.17
56,21:06,49.62,16
56,21:12,47.94,14.5
56,21:18,48.32,16
56,21:24,48.32,20.33
56,21:30,47.96,21.67
56,21:36,48.08,22.5
56,21:42,48.13,15.83
56,21:48,48.29,13.83
56,21:54,48.36,20
56,22:00,47.7,20.83
56,22:06,47.39,13
56,22:12,47.85,11.67
56,22:18,49.44,12.83
56,22:24,49.53,15
56,22:30,47.92,13.33
56,22:36,48.75,8.33
56,22:42,48.06,10.5
56,22:48,48.71,10.83
56,22:54,48.19,10.17
56,23:00,47.25,22
56,23:06,46.8,14.33
56,23:12,47.86,9.5
56,23:18,48.55,10.5
56,23:24,47.62,12
56,23:30,47.26,11.5
56,23:36,47.64,7
56,23:42,48.16,6.83
56,23:48,46.9,4.83
56,23:54,47.02,6
57,00:00,72.54,8
57,00:06,71,10
57,00:12,70.83,9.5
57,00:18,72.34,8.17
57,00:24,75.46,4.67
57,00:30,71.94,5
57,00:36,71.87,8.83
57,00:42,68.7,6.67
57,00:48,57.17,5.83
57,00:54,60.95,4.5
57,01:00,71.1,4.33
57,01:06,60.79,3.83
57,01:12,60.4,4.5
57,01:18,69.83,5.5
57,01:24,70.07,3.5
57,01:30,74.83,2.83
57,01:36,71.94,2.5
57,01:42,70.17,4.5
57,01:48,67.94,2.83
57,01:54,79.05,3.17
57,02:00,69.44,3.17
57,02:06,47.58,3
57,02:12,31.04,2.5
57,02:18,60,2.33
57,02:24,58.72,3.17
57,02:30,73.44,3.17
57,02:36,74.31,2.33
57,02:42,72.08,2.5
57,02:48,32.5,0.5
57,02:54,55.83,1
57,03:00,42.5,0.67
57,03:06,65.28,1.5
57,03:12,45.83,2
57,03:18,78.33,2
57,03:24,73.72,2.33
57,03:30,60.28,2.17
57,03:36,65.97,3.67
57,03:42,64.72,3.67
57,03:48,58.5,2.5
57,03:54,61.69,2.5
57,04:00,72.64,2.83
57,04:06,70.42,2.83
57,04:12,74.86,2.83
57,04:18,70.28,4.67
57,04:24,76.04,3.5
57,04:30,72.66,5.17
57,04:36,73.83,4.83
57,04:42,73.1,5.83
57,04:48,75.71,5.33
57,04:54,76.57,6.17
57,05:00,73.4,6.33
57,05:06,70.34,7
57,05:12,71.33,8.5
57,05:18,72.86,11.33
57,05:24,70.17,16.5
57,05:30,71.07,19
57,05:36,71.52,22.83
57,05:42,73.91,23.83
57,05:48,72.46,26
57,05:54,71.4,27.67
57,06:00,71.21,32.5
57,06:06,70.77,34.33
57,06:12,70.3,34.33
57,06:18,69.04,47.33
57,06:24,67.4,61.83
57,06:30,67.39,72.17
57,06:36,65.86,78.17
57,06:42,63.84,100.83
57,06:48,62.64,113.83
57,06:54,55.34,136
57,07:00,22.31,133.17
57,07:06,15.72,122.67
57,07:12,15.25,143.33
57,07:18,15.5,136.5
57,07:24,15.25,126.67
57,07:30,15.31,125.67
57,07:36,15.58,135.5
57,07:42,15.49,136.17
57,07:48,15.62,121.33
57,07:54,15.89,123.83
57,08:00,15.59,126.5
57,08:06,15.27,131.83
57,08:12,15.47,126.67
57,08:18,19.92,120.5
57,08:24,23.43,113.17
57,08:30,17.17,113.33
57,08:36,22.89,97.67
57,08:42,27.56,107.17
57,08:48,30.87,101.83
57,08:54,32.11,101.83
57,09:00,47.73,82.33
57,09:06,46.15,92.5
57,09:12,45.93,84.5
57,09:18,53.1,84.83
57,09:24,56,88
57,09:30,59.26,87.17
57,09:36,58.07,87.83
57,09:42,59.34,85.33
57,09:48,63.24,78.5
57,09:54,61.81,81.67
57,10:00,60.61,80.83
57,10:06,61.53,86.67
57,10:12,64.69,82.83
57,10:18,62.72,91.67
57,10:24,62.61,93
57,10:30,63.77,89.67
57,10:36,62.89,102.5
57,10:42,61.08,98
57,10:48,62.5,103.67
57,10:54,63.04,101
57,11:00,62.75,108.33
57,11:06,62.77,115
57,11:12,61.86,104.17
57,11:18,61.64,113.17
57,11:24,61.17,117.17
57,11:30,61.83,105.33
57,11:36,60.84,113
57,11:42,61.86,112.67
57,11:48,61.27,119.17
57,11:54,61.36,115.17
57,12:00,61.81,116.67
57,12:06,61.8,118
57,12:12,61.92,119.17
57,12:18,63.1,112.17
57,12:24,63.6,107
57,12:30,64.27,101
57,12:36,64.01,102.33
57,12:42,63.53,100.67
57,12:48,64.44,98.33
57,12:54,63.44,100.5
57,13:00,63.96,103.33
57,13:06,63.48,104.17
57,13:12,64.5,104.17
57,13:18,62.01,119
57,13:24,61.8,124.33
57,13:30,61.64,135
57,13:36,61.33,133
57,13:42,60.6,142.5
57,13:48,61.59,127.67
57,13:54,62.71,121.67
57,14:00,61.45,119.83
57,14:06,62.24,119.33
57,14:12,60.07,121.33
57,14:18,62.13,111.5
57,14:24,62.5,117
57,14:30,62.22,110.17
57,14:36,61.04,122.17
57,14:42,61.48,115.33
57,14:48,61.6,110.5
57,14:54,61.32,122.83
57,15:00,62.22,117
57,15:06,59.78,123.17
57,15:12,59.28,133.33
57,15:18,60.17,126.5
57,15:24,60.17,122
57,15:30,59.48,134.33
57,15:36,58.08,141.67
57,15:42,59.13,137
57,15:48,58.91,137.67
57,15:54,58.37,128.83
57,16:00,57.58,141.67
57,16:06,58.62,138
57,16:12,55.49,145.5
57,16:18,56.3,136.5
57,16:24,56.66,131.83
57,16:30,58.04,132
57,16:36,53.48,123.5
57,16:42,51.57,124.67
57,16:48,51.35,120.83
57,16:54,52.3,119.83
57,17:00,50.76,119
57,17:06,49.12,126.67
57,17:12,50,121.67
57,17:18,49.75,121
57,17:24,49.53,116.33
57,17:30,47.04,120
57,17:36,47.78,111.17
57,17:42,50.78,110.17
57,17:48,48.26,107.67
57,17:54,45.05,105.67
57,18:00,47.05,112.67
57,18:06,46.45,119.5
57,18:12,48.25,106.17
57,18:18,52.31,105
57,18:24,54.61,104.67
57,18:30,51.97,104.67
57,18:36,52.36,104.83
57,18:42,56.92,98
57,18:48,60.28,100
57,18:54,58.39,101.5
57,19:00,59.58,103.17
57,19:06,59.76,96.5
57,19:12,60.37,98.67
57,19:18,61.04,91.83
57,19:24,60.56,101
57,19:30,61.94,95.67
57,19:36,64.16,85
57,19:42,62.35,87
57,19:48,63.62,80.67
57,19:54,64.95,71.67
57,20:00,63.88,84.67
57,20:06,63.41,87.33
57,20:12,66.17,66.67
57,20:18,66.54,60.17
57,20:24,67.49,50.33
57,20:30,66.91,45.17
57,20:36,66.58,43.83
57,20:42,68.42,37.5
57,20:48,67.69,31.33
57,20:54,70.4,31.67
57,21:00,68.98,30.5
57,21:06,67.18,30.5
57,21:12,68.38,29.83
57,21:18,67.03,30
57,21:24,68.78,28
57,21:30,67.18,27
57,21:36,67.09,25.5
57,21:42,69.94,28.33
57,21:48,67.47,24
57,21:54,67.63,22.83
57,22:00,67.66,23.67
57,22:06,66.27,28.33
57,22:12,66.98,27
57,22:18,69.54,18.83
57,22:24,70.18,22
57,22:30,70.93,16.83
57,22:36,69.27,20.17
57,22:42,69.28,19.5
57,22:48,68.73,18.5
57,22:54,69.13,17.5
57,23:00,68.05,18
57,23:06,68.36,25.83
57,23:12,68.3,18
57,23:18,69.23,14.5
57,23:24,72.78,17
57,23:30,70.32,13.33
57,23:36,71.45,13
57,23:42,72.9,11.67
57,23:48,70.22,11.83
57,23:54,71.19,10.5
60,00:00,65.34,8.83
60,00:06,63.11,8.33
60,00:12,64.23,6.5
60,00:18,63.69,7
60,00:24,63.51,10.33
60,00:30,66.23,8.17
60,00:36,66.38,6
60,00:42,69.72,6
60,00:48,66.81,5.17
60,00:54,68.6,5.33
60,01:00,70.2,6.67
60,01:06,70.32,7.33
60,01:12,68.73,6.5
60,01:18,62.58,4
60,01:24,67.94,5.5
60,01:30,69.72,3.5
60,01:36,68.75,4.83
60,01:42,69.13,5.17
60,01:48,67.08,4.33
60,01:54,70.08,4.5
60,02:00,70.47,4.5
60,02:06,66.27,5.33
60,02:12,65.74,6.67
60,02:18,72.41,6.33
60,02:24,67.96,4.67
60,02:30,69.97,5.17
60,02:36,70.85,7.83
60,02:42,67.81,4.67
60,02:48,69.86,3.17
60,02:54,67.07,7.17
60,03:00,70.38,5.17
60,03:06,68.25,6.33
60,03:12,69.52,4.83
60,03:18,56.94,2.5
60,03:24,56.42,3.83
60,03:30,68.86,4.83
60,03:36,67.59,8
60,03:42,67.88,7.33
60,03:48,75.37,5
60,03:54,75.9,6.67
60,04:00,72.22,7.17
60,04:06,66.45,8.5
60,04:12,75.14,7.33
60,04:18,73.58,8
60,04:24,74.65,7.17
60,04:30,69.75,9.83
60,04:36,68.08,10.5
60,04:42,71.56,13.5
60,04:48,70.12,16.67
60,04:54,70.32,11
60,05:00,69.59,13.5
60,05:06,70.84,13.5
60,05:12,69.69,16.83
60,05:18,70.54,16.83
60,05:24,70.59,16.67
60,05:30,67.75,24.67
60,05:36,66.5,25
60,05:42,66.08,39
60,05:48,67.47,42.67
60,05:54,70.17,41.33
60,06:00,66.86,38.67
60,06:06,68.73,40.83
60,06:12,66.2,49.33
60,06:18,65.47,56.67
60,06:24,63.01,64.33
60,06:30,63.31,78.17
60,06:36,63.46,88.33
60,06:42,61.62,97.5
60,06:48,61.68,106.83
60,06:54,61.77,90.83
60,07:00,58.43,96.5
60,07:06,57.79,87.67
60,07:12,55.25,102.5
60,07:18,53.74,107.33
60,07:24,51.22,111.5
60,07:30,49.74,112
60,07:36,46.5,134.17
60,07:42,44.13,135.5
60,07:48,42.08,151.5
60,07:54,39.54,145.67
60,08:00,32.86,147.67
60,08:06,25.6,142.33
60,08:12,29.24,132.17
60,08:18,28.29,122.83
60,08:24,28.64,130.83
60,08:30,30.29,144.83
60,08:36,32.3,140.67
60,08:42,26.52,144.33
60,08:48,27.42,130.17
60,08:54,31.1,144.33
60,09:00,31.09,142.67
60,09:06,26.73,142
60,09:12,31.29,130.83
60,09:18,30.96,134.5
60,09:24,28.59,129
60,09:30,40.99,128.83
60,09:36,45.3,129
60,09:42,45.29,126.33
60,09:48,55.04,124.17
60,09:54,46.3,133.5
60,10:00,47.15,128.5
60,10:06,51.98,125.17
60,10:12,49.76,120.67
60,10:18,52.76,122
60,10:24,52.05,129.33
60,10:30,44.51,133.5
60,10:36,34.37,128
60,10:42,46.83,139.17
60,10:48,47.54,129
60,10:54,48.09,128.83
60,11:00,45.92,127.67
60,11:06,47.29,127.67
60,11:12,53.2,131.17
60,11:18,48.56,123.17
60,11:24,46.65,130
60,11:30,47.16,134
60,11:36,45.35,127.17
60,11:42,50.96,140
60,11:48,46.96,129.33
60,11:54,51.24,130.17
60,12:00,51.89,131.67
60,12:06,44.15,138.67
60,12:12,42.21,147.67
60,12:18,46.97,146.17
60,12:24,48.16,129.83
60,12:30,48.97,130.5
60,12:36,61.31,126.83
60,12:42,58.92,128.17
60,12:48,60.7,109
60,12:54,60.49,112
60,13:00,61.73,101.17
60,13:06,59.32,107.5
60,13:12,59.31,119.5
60,13:18,60.03,114.17
60,13:24,59.42,111.5
60,13:30,56.14,121.33
60,13:36,49.98,138.5
60,13:42,48.86,147.83
60,13:48,47.33,150.83
60,13:54,46.9,147.17
60,14:00,51.85,139.33
60,14:06,50.27,138
60,14:12,39.08,153.5
60,14:18,43.79,149.83
60,14:24,48.18,138.33
60,14:30,48.28,134.33
60,14:36,44.72,136.67
60,14:42,50.86,138.17
60,14:48,39.58,133.33
60,14:54,28.62,143.5
60,15:00,38.97,138
60,15:06,49.45,136.67
60,15:12,45.74,136.67
60,15:18,39.67,132
60,15:24,42.71,148.17
60,15:30,47.7,130.33
60,15:36,43.81,144.83
60,15:42,32.95,131.5
60,15:48,28.1,140.5
60,15:54,31.27,139.67
60,16:00,33.85,136.83
60,16:06,42.79,132.83
60,16:12,34.64,145.5
60,16:18,42.08,147.83
60,16:24,34,136
60,16:30,30.15,145.83
60,16:36,34.46,143.33
60,16:42,37.18,145.67
60,16:48,33.56,147.5
60,16:54,35.87,136.67
60,17:00,34.91,134.83
60,17:06,36.84,137.83
60,17:12,35.59,133
60,17:18,34.15,132.17
60,17:24,40.5,118.67
60,17:30,43.14,123.83
60,17:36,28.34,131.33
60,17:42,35.86,131.5
60,17:48,40.48,143.17
60,17:54,47.36,125.17
60,18:00,36.62,140.5
60,18:06,46.28,122.5
60,18:12,42.05,126.83
60,18:18,35.67,137.83
60,18:24,33.71,141.33
60,18:30,44.41,125.67
60,18:36,47.37,127.5
60,18:42,50.47,118.83
60,18:48,52.2,124
60,18:54,49.61,123.83
60,19:00,47.94,121.17
60,19:06,53.93,121.83
60,19:12,47.36,134.5
60,19:18,55.11,114.83
60,19:24,57.59,104.67
60,19:30,59.03,94.5
60,19:36,59.31,88.83
60,19:42,58.85,105.83
60,19:48,61.44,84.5
60,19:54,58.83,85
60,20:00,63.08,76
60,20:06,61.72,77.5
60,20:12,62,82.83
60,20:18,62.07,75.33
60,20:24,62.08,68.67
60,20:30,61.92,64.67
60,20:36,63.92,55.33
60,20:42,63.07,52.67
60,20:48,63.94,45.67
60,20:54,64.54,45.83
60,21:00,63.77,41
60,21:06,63.44,34.33
60,21:12,65.81,34.83
60,21:18,65.39,31.5
60,21:24,65.6,37.33
60,21:30,64.66,32.67
60,21:36,64.97,39.17
60,21:42,66.63,28.17
60,21:48,65.44,30.5
60,21:54,65.76,26.33
60,22:00,63.58,26.5
60,22:06,66.27,27.5
60,22:12,66.44,33.17
60,22:18,67.45,28.5
60,22:24,64.11,22.67
60,22:30,66.99,28
60,22:36,67.69,18.5
60,22:42,64.15,20.67
60,22:48,67.94,20.17
60,22:54,65.6,17.5
60,23:00,65.71,15.5
60,23:06,66.5,20.17
60,23:12,66.49,15.67
60,23:18,65.85,13.83
60,23:24,68.67,9.5
60,23:30,66,18
60,23:36,68.91,13.33
60,23:42,66.26,10.83
60,23:48,64.9,13.33
60,23:54,66.35,13
61,00:00,28.28,2.67
61,00:06,29.08,2.33
61,00:12,31.39,2.17
61,00:18,36.11,3.33
61,00:24,38.06,2
61,00:30,20,0.67
61,00:36,23.89,1.67
61,00:42,15.56,1.17
61,00:48,30.83,1.5
61,00:54,35,2.17
61,01:00,30.44,2.33
61,01:06,24.44,1
61,01:12,15.83,0.83
61,01:18,19.17,0.83
61,01:24,19.17,0.83
61,01:30,5.83,0.33
61,01:36,25,0.83
61,01:42,30.83,1.17
61,01:48,15.42,0.83
61,01:54,15.83,0.5
61,02:00,25.83,1.67
61,02:06,20.56,1.17
61,02:12,23.33,1
61,02:18,25.56,2.17
61,02:24,27,2.33
61,02:30,13.89,0.67
61,02:36,26.67,1
61,02:42,28.33,1.33
61,02:48,11.67,0.83
61,02:54,16.39,0.83
61,03:00,26.39,1.33
61,03:06,28.33,2
61,03:12,23.33,1.33
61,03:18,8.33,0.33
61,03:24,31.67,1
61,03:30,20.83,1.33
61,03:36,28.33,1.67
61,03:42,30.28,2
61,03:48,31.94,1.67
61,03:54,13.75,1
61,04:00,21.67,1
61,04:06,20,1
61,04:12,27.72,2.67
61,04:18,35.83,1.67
61,04:24,31.67,1.67
61,04:30,37.36,4.33
61,04:36,30.64,3.17
61,04:42,35.43,5.83
61,04:48,25.16,6.33
61,04:54,32,4.5
61,05:00,34.05,7.5
61,05:06,32.86,8
61,05:12,35.71,8.67
61,05:18,34.33,10.33
61,05:24,36.07,10
61,05:30,36.2,12.5
61,05:36,36.06,12.67
61,05:42,35.71,10.67
61,05:48,34.37,9
61,05:54,35.3,10.33
61,06:00,35,15
61,06:06,35.67,18
61,06:12,36.76,20.83
61,06:18,36.06,28.5
61,06:24,35.42,30.67
61,06:30,33.43,37.33
61,06:36,34.65,42
61,06:42,33.65,54.17
61,06:48,33.9,68.17
61,06:54,32.34,70.5
61,07:00,31.77,77.67
61,07:06,32.41,77.83
61,07:12,31.39,63.83
61,07:18,30.72,64
61,07:24,30.8,58.5
61,07:30,30.7,55
61,07:36,31.45,45.67
61,07:42,31.62,45.5
61,07:48,33.15,47.67
61,07:54,32.36,48.5
61,08:00,32.06,40.5
61,08:06,33.51,44.67
61,08:12,33.1,39.83
61,08:18,33.24,41
61,08:24,33.55,41
61,08:30,33.93,44.5
61,08:36,33.86,40
61,08:42,32.65,42.67
61,08:48,31.77,44.17
61,08:54,32.13,39.83
61,09:00,33.22,36.67
61,09:06,33.39,36.5
61,09:12,33.25,33
61,09:18,34.45,33
61,09:24,34.39,38.5
61,09:30,32.46,33.5
61,09:36,32.75,33.5
61,09:42,34.37,35.67
61,09:48,34.91,30.17
61,09:54,33.85,33
61,10:00,34.08,35.33
61,10:06,33.38,36.17
61,10:12,32.9,36.17
61,10:18,34.07,33.67
61,10:24,34.47,35
61,10:30,33.23,36.17
61,10:36,33.46,43.17
61,10:42,34.49,41
61,10:48,34.64,34
61,10:54,33.34,34.5
61,11:00,34.81,36.33
61,11:06,34.83,38
61,11:12,35.71,41
61,11:18,33.98,43.83
61,11:24,32.5,41.17
61,11:30,32.67,39.83
61,11:36,32.12,48.67
61,11:42,34.14,45.67
61,11:48,34.21,37.17
61,11:54,34.75,45
